"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Charles Johnson","MIN","12","WR","55","31","2","476","1","3","1","1","56.4","15.29","8.65","15.35","5.48","","","","","","","","","","","","1","0","-11","0","0","0","-11","-1","0","0","1","","","","","","","","","1","1","95.5","0.22","2.98"
"Brice Butler","OAK","14","WR","34","21","2","280","0","2","1","2","61.8","13.18","8.24","13.33","3.95","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","61","0.22","2.9"
"Tavarres King","TB","2","WR","3","2","0","13","0","0","0","1","66.7","5","4.33","6.5","1.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.3","0.06","1.65"
"Josh Boyce","NE","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Aaron Dobson","NE","4","WR","5","3","0","38","0","0","0","0","60","10","7.6","12.67","7.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","6.8","0.12","2.27"
"Robert Woods","BUF","16","WR","98","64","0","697","1","5","0","8","65.3","9.64","7.11","10.89","3.25","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","1","163.7","0.18","2.56"
"Cordarrelle Patterson","MIN","16","WR","58","33","0","384","0","1","0","2","56.9","10.22","6.62","11.64","5.15","","","","","","","","","","","","10","1","117","1","1","1","11.7","9","10","1","0","","","","","","","","","0","0","95.1","0.17","2.21"
"DeAndre Hopkins","HST","16","WR","120","76","6","1210","4","6","2","3","63.3","13.38","10.08","15.92","5.05","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","233","0.22","3.07"
"Josh Gordon","CLV","5","WR","44","24","0","303","1","0","0","2","54.5","11.66","6.89","12.63","7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","54.3","0.23","2.26"
"Brenton Bersin","CAR","15","WR","19","13","0","151","0","1","0","1","68.4","11.05","7.95","11.62","2.85","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","34.1","0.23","2.62"
"Josh Bellamy","CHI","2","WR","1","0","0","0","0","0","0","0","0","47","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Jarrett Boykin","GB","12","WR","12","3","0","23","0","0","0","3","25","10.17","1.92","7.67","9","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.3","0.02","1.77"
"Griff Whalen","IND","7","WR","2","2","0","23","0","0","0","0","100","11.5","11.5","11.5","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.3","0.1","2.15"
"Brian Tyms","NE","11","WR","12","5","1","82","0","1","1","1","41.7","23.25","6.83","16.4","0.6","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","19.2","0.15","3.84"
"Nick Toon","NO","7","WR","23","17","0","215","0","1","0","1","73.9","13","9.35","12.65","2.76","","","","","","","","","","","","1","0","4","0","0","0","4","4","0","0","1","","","","","","","","","0","0","44.9","0.19","2.49"
"Chris Givens","SL","14","WR","17","11","1","159","0","1","1","0","64.7","13.18","9.35","14.45","3.82","","","","","","","","","","","","1","0","4","0","0","0","4","0","0","0","0","","","","","","","","","0","0","33.3","0.17","2.77"
"T.J. Graham","NYJ","12","WR","8","3","1","87","0","1","1","0","37.5","24","10.88","29","7.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","17.7","0.1","5.9"
"Chris Matthews","SEA","3","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Joe Morgan","NO","5","WR","10","4","1","92","0","0","0","1","40","27.6","9.2","23","5.5","","","","","","","","","","","","1","1","67","0","0","0","67","8","0","0","0","","","","","","","","","0","0","19.9","0.14","3.98"
"Kamar Aiken","BLT","16","WR","32","24","0","267","0","3","0","1","75","12.38","8.34","11.13","2.63","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","68.7","0.25","2.86"
"Dontrelle Inman","SD","4","WR","16","12","0","158","0","0","0","1","75","12.75","9.88","13.17","1.42","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","27.8","0.23","2.32"
"Andre Holmes","OAK","16","WR","91","47","2","693","1","4","1","5","51.6","14.85","7.62","14.74","4.15","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","140.3","0.19","2.99"
"Jeremy Kerley","NYJ","16","WR","65","38","0","409","0","1","0","4","58.5","9.25","6.29","10.76","4.03","","","","","","","","","","","","4","0","86","0","0","0","21.5","2.75","0","0","0","","","","","","","","","0","2","93.5","0.13","2.23"
"Torrey Smith","BLT","16","WR","89","49","2","767","0","11","0","11","55.1","15.51","8.62","15.65","3.47","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","191.7","0.24","3.91"
"Andrew Hawkins","CLV","15","WR","101","63","2","824","1","2","0","4","62.4","8.57","8.16","13.08","6.41","","","","","","","","","","","","3","0","15","0","0","0","5","1.33","0","0","0","","","","","","","","","0","0","158.9","0.24","2.41"
"David Nelson","NYJ","6","WR","16","8","0","65","0","0","0","0","50","13.56","4.06","8.13","0.75","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","1","14.5","0.05","1.81"
"Riley Cooper","PHI","16","WR","91","55","1","573","0","3","0","3","60.4","12.54","6.3","10.42","2.89","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","130.3","0.14","2.37"
"Marcus Easley","BUF","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Emmanuel Sanders","DEN","16","WR","140","101","4","1409","7","9","1","2","72.1","12.91","10.06","13.95","3.77","","","","","","","","","","","","8","0","44","0","0","0","5.5","1.5","1","0.13","1","","","","","","","","","0","1","300.3","0.3","2.76"
"Dez Bryant","DAL","16","WR","135","88","5","1320","4","16","3","5","65.2","13.1","9.78","15","4.24","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","316","0.35","3.59"
"Brandon Gibson","MIA","14","WR","47","29","1","295","0","1","0","4","61.7","10.6","6.28","10.17","3.45","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","64.5","0.13","2.22"
"Brian Hartline","MIA","16","WR","62","39","0","477","0","2","0","5","62.9","11.58","7.69","12.23","3.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","98.7","0.12","2.53"
"Brandon Tate","CIN","16","WR","27","17","1","193","0","1","0","0","63","11.44","7.15","11.35","4.24","","","","","","","","","","","","3","0","21","0","0","0","7","7","2","0.67","0","","","","","","","","","0","0","44.4","0.09","2.22"
"Hakeem Nicks","IND","16","WR","68","38","0","405","0","4","0","4","55.9","10.4","5.96","10.66","3.42","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","102.5","0.17","2.7"
"Pierre Garcon","WAS","16","WR","99","68","3","752","1","3","1","2","68.7","9.67","7.6","11.06","5.13","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","161.2","0.18","2.37"
"Andre Caldwell","DEN","15","WR","15","5","0","47","0","0","0","3","33.3","10.8","3.13","9.4","3.4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","9.7","0.05","1.94"
"Harry Douglas","ATL","12","WR","72","51","1","556","2","2","0","2","70.8","8.68","7.72","10.9","4.73","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","118.6","0.21","2.33"
"Eddie Royal","SD","16","WR","86","62","3","778","1","7","2","6","72.1","10.44","9.05","12.55","5.9","","","","","","","","","","","","3","0","14","0","0","0","4.67","2.67","0","0","1","","","","","","","","","0","0","183.2","0.24","2.82"
"Jacoby Jones","BLT","14","WR","16","9","0","131","0","0","0","5","56.3","11.31","8.19","14.56","9.22","","","","","","","","","","","","3","0","16","0","0","0","5.33","2","1","0.33","0","","","","","","","","","0","0","23.7","0.12","1.97"
"Dwayne Bowe","KC","15","WR","90","60","0","754","0","0","0","7","66.7","9.23","8.38","12.57","3.97","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","1","135.4","0.17","2.26"
"Ted Ginn Jr.","ARZ","16","WR","25","14","0","190","0","0","0","3","56","15.52","7.6","13.57","3.29","","","","","","","","","","","","3","0","6","0","0","0","2","3","1","0.33","0","","","","","","","","","0","0","33.6","0.22","1.98"
"Calvin Johnson","DET","13","WR","124","71","3","1077","5","8","2","7","57.3","15.73","8.69","15.17","3.39","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","226.7","0.33","3.19"
"Micheal Spurlock","CHI","1","WR","3","1","0","8","0","0","0","1","33.3","8","2.67","8","7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.8","0.12","1.8"
"Nate Washington","TEN","16","WR","71","40","2","637","0","2","1","4","56.3","14.28","8.97","15.93","3.48","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","115.7","0.15","2.89"
"Roddy White","ATL","14","WR","122","80","0","921","2","7","0","10","65.6","10.52","7.55","11.51","2.31","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","3","","","","","","","","","0","0","214.1","0.24","2.68"
"Jerricho Cotchery","CAR","15","WR","72","48","1","580","0","1","0","3","66.7","11.17","8.06","12.08","4.38","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","112","0.14","2.33"
"Larry Fitzgerald","ARZ","14","WR","100","63","1","784","2","2","1","1","63","9.89","7.84","12.44","5.29","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","1","153.4","0.18","2.43"
"Anquan Boldin","SF","16","WR","121","83","1","1062","1","5","1","10","68.6","9.55","8.78","12.8","4.86","","","","","","","","","","","","1","0","4","0","0","0","4","2","0","0","0","","","","","","","","","0","0","219.6","0.23","2.61"
"Reggie Wayne","IND","15","WR","110","64","3","779","1","2","1","9","58.2","10.01","7.08","12.17","4.25","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","2","153.9","0.18","2.4"
"Marlon Brown","BLT","14","WR","29","24","0","255","0","0","0","0","82.8","9.9","8.79","10.63","4.38","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","49.5","0.13","2.06"
"Rashad Ross","CHI","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Markus Wheaton","PIT","16","WR","83","53","2","644","0","2","1","2","63.9","12.95","7.76","12.15","2.91","","","","","","","","","","","","4","0","19","0","0","0","4.75","1","1","0.25","0","","","","","","","","","0","0","131.3","0.18","2.3"
"Damaris Johnson","HST","16","WR","46","31","2","331","0","1","1","6","67.4","6","7.2","10.68","5.84","","","","","","","","","","","","5","0","19","0","0","0","3.8","0.6","0","0","1","","","","","","","","","0","0","72","0.13","2"
"Jarius Wright","MIN","16","WR","60","42","2","588","2","2","1","5","70","10.5","9.8","14","8","","","","","","","","","","","","5","0","71","0","0","0","14.2","2.8","1","0.2","0","","","","","","","","","0","0","119.9","0.23","2.55"
"Mohamed Sanu","CIN","16","WR","97","56","3","790","2","5","1","14","57.7","10.94","8.14","14.11","5.96","","","","","","","","","","","","7","0","51","0","0","0","7.29","1.86","1","0.14","0","","","","","","","","","1","1","170.1","0.17","2.7"
"Kendall Wright","TEN","14","WR","86","57","1","715","1","6","0","1","66.3","9.08","8.31","12.54","6.6","","","","","","","","","","","","4","0","54","0","0","0","13.5","6.75","1","0.25","1","","","","","","","","","0","0","169.9","0.25","2.79"
"Doug Baldwin","SEA","16","WR","90","66","2","825","2","3","0","3","73.3","9.37","9.17","12.5","5.18","","","","","","","","","","","","1","0","8","0","0","0","8","5","1","1","0","","","","","","","","","0","0","167.3","0.19","2.5"
"Drew Davis","ATL","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Randall Cobb","GB","16","WR","125","91","3","1287","5","12","1","8","72.8","9.01","10.3","14.14","6.67","","","","","","","","","","","","11","0","37","0","0","0","3.36","1.73","2","0.18","1","","","","","","","","","1","1","295.4","0.32","2.9"
"Victor Cruz","NYG","6","WR","40","23","1","337","2","1","0","6","57.5","11.03","8.43","14.65","7.83","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","62.7","0.17","2.73"
"Louis Murphy Jr.","TB","11","WR","53","31","2","380","1","2","0","6","58.5","12","7.17","12.26","4.23","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","81","0.18","2.61"
"Devin Hester","ATL","16","WR","57","38","1","504","0","2","0","3","66.7","8.65","8.84","13.26","6.92","","","","","","","","","","","","6","0","36","0","1","0","6","1.67","1","0.17","1","","","","","","","","","0","0","110","0.28","2.5"
"Santonio Holmes","CHI","9","WR","14","8","0","67","0","0","0","0","57.1","8.93","4.79","8.38","3.75","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","14.7","0.06","1.84"
"Lance Moore","PIT","14","WR","25","14","0","198","0","2","0","3","56","12.72","7.92","14.14","3.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","45.8","0.17","3.27"
"Wes Welker","DEN","14","WR","64","49","0","464","0","2","0","2","76.6","6.27","7.25","9.47","4.12","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","107.4","0.14","2.19"
"Bruce Ellington","SF","12","WR","11","6","0","62","0","2","0","0","54.5","8.27","5.64","10.33","6.33","","","","","","","","","","","","6","0","28","0","1","0","4.67","2.67","2","0.33","0","","","","","","","","","0","0","33","0.35","2.75"
"Jalen Saunders","NO","2","WR","1","1","0","7","0","0","0","0","100","5","7","7","2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.7","0.24","1.7"
"Jarvis Landry","MIA","16","WR","105","84","0","755","0","5","0","2","80","4.99","7.19","8.99","5.33","","","","","","","","","","","","2","0","-4","0","0","0","-2","1","1","0.5","1","","","","","","","","","0","0","189.1","0.27","2.2"
"Jordan Matthews","PHI","16","WR","98","67","2","876","3","8","1","5","68.4","9.39","8.94","13.07","5.96","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","202.6","0.26","3.02"
"Jaron Brown","ARZ","16","WR","32","22","0","229","0","2","0","2","68.8","10.56","7.16","10.41","2.68","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","1","56.9","0.28","2.59"
"Kevin Dorsey","GB","2","WR","1","1","0","4","0","0","0","0","100","-6","4","4","10","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.4","0.12","1.4"
"Ace Sanders","JAX","11","WR","7","6","0","55","0","0","0","1","85.7","3.29","7.86","9.17","4.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","11.5","0.19","1.92"
"Stedman Bailey","SL","14","WR","42","29","0","416","1","1","0","3","69","12.07","9.9","14.34","5.86","","","","","","","","","","","","1","0","13","0","0","0","13","6","0","0","0","","","","","","","","","0","0","77.9","0.19","2.6"
"Tavon Austin","SL","15","WR","43","31","0","242","0","0","0","3","72.1","3.84","5.63","7.81","5.55","","","","","","","","","","","","36","0","224","0","2","0","6.22","1.44","7","0.19","0","","","","","","","","","0","0","89.6","0.17","1.34"
"DeAndre Presley","CAR","3","WR","1","0","0","0","0","0","0","0","0","19","0","0","0","","","","","","","","","","","","1","0","-2","0","0","0","-2","2","0","0","0","","","","","","","","","0","0","-0.2","-0.02","-0.2"
"Cole Beasley","DAL","16","WR","48","37","1","420","0","4","1","0","77.1","6.35","8.75","11.35","6.68","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","103","0.24","2.78"
"Junior Hemingway","KC","13","WR","20","12","0","108","0","0","0","3","60","6.5","5.4","9","5.83","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","22.8","0.09","1.9"
"Ricardo Lockette","SEA","16","WR","14","11","1","195","0","2","0","1","78.6","12.79","13.93","17.73","6.18","","","","","","","","","","","","1","0","2","0","0","0","2","2","0","0","0","","","","","","","","","0","0","42.7","0.25","3.56"
"Dane Sanzenbacher","CIN","10","WR","13","9","0","105","0","0","0","0","69.2","9.31","8.08","11.67","4.67","","","","","","","","","","","","1","0","-1","0","0","0","-1","2","1","1","1","","","","","","","","","0","0","19.4","0.1","1.94"
"Jeremy Ross","DET","16","WR","33","24","1","314","0","1","1","2","72.7","9.67","9.52","13.08","5.92","","","","","","","","","","","","2","0","-1","0","0","0","-0.5","1","0","0","1","","","","","","","","","0","0","61.3","0.09","2.36"
"Chris Hogan","BUF","13","WR","58","41","0","433","0","4","0","2","70.7","8.28","7.47","10.56","4.71","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","108.3","0.23","2.64"
"Cecil Shorts","JAX","13","WR","102","53","1","557","2","1","0","7","52","9.15","5.46","10.51","5.15","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","1","114.7","0.15","2.16"
"Kris Durham","TEN","4","WR","11","6","0","54","0","0","0","0","54.5","12.55","4.91","9","2.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","11.4","0.11","1.9"
"Seyi Ajirotutu","SD","14","WR","10","4","0","45","0","0","0","2","40","12.3","4.5","11.25","2.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","8.5","0.05","2.13"
"Preston Parker","NYG","15","WR","56","36","1","418","0","2","0","4","64.3","10.21","7.46","11.61","3.22","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","89.8","0.15","2.49"
"Marc Mariani","CHI","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Brandon LaFell","NE","16","WR","114","74","2","953","2","7","2","5","64.9","11.27","8.36","12.88","4.88","","","","","","","","","","","","2","0","13","0","0","0","6.5","1","0","0","1","","","","","","","","","0","0","212.6","0.23","2.8"
"Marcus Thigpen","TB","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Michael Crabtree","SF","16","WR","102","68","2","698","0","4","1","10","66.7","8.69","6.84","10.26","3.91","","","","","","","","","","","","1","0","4","0","0","0","4","2","0","0","0","","","","","","","","","0","0","162.2","0.22","2.35"
"Josh Morgan","CHI","14","WR","18","10","0","70","0","1","0","1","55.6","7.83","3.89","7","4.7","","","","","","","","","","","","2","0","30","0","0","0","15","2","0","0","0","","","","","","","","","0","0","26","0.06","2.17"
"Matthew Slater","NE","6","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Eric Weems","ATL","15","WR","11","10","1","102","0","2","0","0","90.9","8.45","9.27","10.2","2.7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","32.2","0.16","3.22"
"James Jones","OAK","16","WR","108","73","1","666","1","6","0","4","67.6","9.22","6.17","9.12","3.16","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","3","","","","","","","","","0","0","175.6","0.24","2.41"
"Marques Colston","NO","16","WR","96","59","1","902","2","5","0","8","61.5","11.53","9.4","15.29","5.05","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","179.2","0.2","3.04"
"Brandon Marshall","CHI","13","WR","101","61","4","721","2","8","2","6","60.4","12.26","7.14","11.82","3.74","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","181.1","0.24","2.97"
"Jason Avant","KC","16","WR","58","34","1","353","0","1","0","5","58.6","9","6.09","10.38","4.71","","","","","","","","","","","","1","0","1","0","0","0","1","0","0","0","0","","","","","","","","","0","0","75.4","0.14","2.15"
"Kassim Osgood","SF","5","WR","1","0","0","0","0","0","0","0","0","5","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Santana Moss","WAS","10","WR","14","10","0","116","0","0","0","1","71.4","8.07","8.29","11.6","7.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","21.6","0.16","2.16"
"Freddie Martino","ATL","1","WR","1","0","0","0","0","0","0","0","0","9","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Corey Washington","NYG","10","WR","7","5","0","52","0","1","0","0","71.4","10.71","7.43","10.4","2.6","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","16.2","0.29","3.24"
"Taylor Gabriel","CLV","16","WR","71","38","4","633","0","1","0","4","53.5","14.21","8.92","16.66","7.61","","","","","","","","","","","","2","0","-2","0","0","0","-1","1","0","0","0","","","","","","","","","0","0","107.1","0.17","2.68"
"Solomon Patton","TB","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","1","0","19","0","0","0","19","0","0","0","0","","","","","","","","","0","0","1.9","0.95","1.9"
"Corey Brown","CAR","13","WR","36","21","1","296","0","2","1","1","58.3","14.72","8.22","14.1","2.57","","","","","","","","","","","","8","0","95","0","0","0","11.88","1.75","1","0.13","0","","","","","","","","","0","0","72.1","0.23","2.49"
