"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Martavis Bryant","OAK","8","WR","26","19","1","266","0","0","0","2","73.1","11.96","10.23","14","6.95","","","","","","","","","","","","3","0","23","0","0","0","7.67","3","1","0.33","1","","","","","","","","","0","0","47.9","0.22","2.18"
"Cody Latimer","NYG","6","WR","16","11","0","190","0","1","0","0","68.8","19.94","11.88","17.27","2.36","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","36","0.17","3.27"
"Davante Adams","GB","15","WR","162","111","5","1386","5","13","0","5","68.5","11.69","8.56","12.49","4.3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","1","1","327.6","0.34","2.95"
"Jordan Matthews","PHI","14","WR","26","20","1","300","0","2","1","1","76.9","11","11.54","15","3.9","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","62","0.18","3.1"
"Kelvin Benjamin","KC","15","WR","64","25","1","380","0","1","0","5","39.1","16.59","5.94","15.2","2.2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","69","0.13","2.76"
"Brandin Cooks","LA","16","WR","110","80","4","1204","5","5","1","1","72.7","13.2","10.95","15.05","4.4","","","","","","","","","","","","10","0","68","0","1","0","6.8","1.4","0","0","1","","","","","","","","","0","0","243.2","0.25","2.7"
"Mike Evans","TB","16","WR","135","86","6","1524","8","8","3","7","63.7","16.55","11.29","17.72","3.42","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","1","286.4","0.3","3.33"
"Jaron Brown","SEA","16","WR","18","14","1","166","0","5","0","0","77.8","14.67","9.22","11.86","3.36","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","60.6","0.17","4.33"
"Nick Williams","LA","4","WR","5","2","0","17","0","0","0","1","40","9","3.4","8.5","2.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.7","0.05","1.85"
"Terrance Williams","DAL","3","WR","2","2","0","18","0","0","0","0","100","5.5","9","9","3.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.8","0.1","1.9"
"DeAndre Hopkins","HST","16","WR","159","115","4","1572","7","11","2","0","72.3","12.21","9.89","13.67","3.37","","","","","","","","","","","","1","0","-7","0","0","0","-7","0","0","0","2","","","","","","","","","0","0","337.5","0.31","2.91"
"Josh Gordon","NE","12","WR","67","41","3","737","2","4","1","5","61.2","14.37","11","17.98","6.51","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","138.7","0.22","3.38"
"Rod Streater","CLV","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","1","0","-11","0","0","0","-11","0","0","0","0","","","","","","","","","0","0","-1.1","-0.05","-1.1"
"Rishard Matthews","NYJ","7","WR","9","5","0","24","0","0","0","0","55.6","5","2.67","4.8","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","7.4","0.05","1.48"
"T.Y. Hilton","IND","14","WR","116","76","6","1270","5","6","1","4","65.5","11.58","10.95","16.71","5.88","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","239","0.31","3.14"
"Alshon Jeffery","PHI","13","WR","90","65","2","843","2","6","0","5","72.2","10.96","9.37","12.97","4.15","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","185.3","0.24","2.85"
"Brian Quick","WAS","5","WR","3","3","0","18","0","0","0","0","100","5.33","6","6","0.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.8","0.06","1.6"
"Dontrelle Inman","IND","9","WR","38","28","0","304","0","3","0","3","73.7","11.16","8","10.86","2.07","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","76.4","0.21","2.73"
"Chris Hogan","NE","16","WR","51","35","2","532","0","3","1","2","68.6","13.1","10.43","15.2","5.51","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","106.2","0.13","3.03"
"Julio Jones","ATL","16","WR","166","113","2","1677","10","8","0","8","68.1","14.27","10.1","14.84","4","","","","","","","","","","","","2","0","12","0","0","0","6","8","1","0.5","2","","","","","","","","","0","0","329.9","0.4","2.87"
"Antonio Brown","PIT","15","WR","164","104","6","1297","5","15","4","1","63.4","11.65","7.91","12.47","4.75","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","323.7","0.32","3.11"
"Mike Wallace","PHI","2","WR","3","0","0","0","0","0","0","0","0","35.67","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Michael Crabtree","BLT","16","WR","98","54","0","607","0","3","0","11","55.1","11","6.19","11.24","2.52","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","132.7","0.17","2.46"
"Darrius Heyward-Bey","PIT","14","WR","2","1","0","9","0","0","0","0","50","17","4.5","9","10","","","","","","","","","","","","1","0","-7","0","0","0","-7","1","0","0","0","","","","","","","","","0","0","1.2","0.02","0.6"
"Ted Ginn Jr.","NO","5","WR","29","17","1","209","0","2","0","2","58.6","17.72","7.21","12.29","2.82","","","","","","","","","","","","3","0","26","0","0","0","8.67","1.33","1","0.33","1","","","","","","","","","1","1","52.5","0.27","2.63"
"Brandon Zylstra","MIN","9","WR","2","1","0","23","0","0","0","0","50","26","11.5","23","8","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.3","0.19","3.3"
"DaeSean Hamilton","DEN","14","WR","45","30","0","243","0","2","0","2","66.7","8.69","5.4","8.1","2.37","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","66.3","0.14","2.21"
"Da'Mari Scott","BUF","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Trey Quinn","WAS","3","WR","10","9","0","75","0","1","0","0","90","7.3","7.5","8.33","2.22","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","22.5","0.21","2.25"
"Jawill Davis","NYG","5","WR","8","4","0","40","0","0","0","0","50","17.25","5","10","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","8","0.13","2"
"Isaiah Ford","MIA","1","WR","1","0","0","0","0","0","0","0","0","5","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Trent Taylor","SF","14","WR","38","26","0","215","0","1","0","2","68.4","6.55","5.66","8.27","3.96","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","1","1","53.5","0.17","2.06"
"Dede Westbrook","JAX","16","WR","96","66","1","717","1","5","1","6","68.8","9.13","7.47","10.86","5.5","","","","","","","","","","","","9","1","98","0","0","0","10.89","2.22","3","0.33","2","","","","","","","","","0","2","177.5","0.22","2.37"
"Cooper Kupp","LA","8","WR","49","40","3","566","1","6","3","2","81.6","8.76","11.55","14.15","7.6","","","","","","","","","","","","4","0","25","0","0","0","6.25","2.5","0","0","0","","","","","","","","","0","0","135.1","0.31","3.07"
"Tommylee Lewis","NO","6","WR","3","3","0","60","0","1","0","0","100","20.67","20","20","0","","","","","","","","","","","","2","0","10","0","0","0","5","4","1","0.5","1","","","","","","","","","0","0","16","0.23","3.2"
"Alex Erickson","CIN","15","WR","28","20","0","167","0","0","0","1","71.4","9.71","5.96","8.35","3.3","","","","","","","","","","","","3","0","22","0","0","0","7.33","2.67","0","0","0","","","","","","","","","0","0","38.9","0.11","1.69"
"Tyreek Hill","KC","16","WR","129","87","8","1479","6","12","4","5","67.4","15.51","11.47","17","6.02","","","","","","","","","","","","22","0","151","0","1","0","6.86","1.05","2","0.09","0","","","","","","","","","0","0","328","0.36","3.01"
"Darius Jennings","TEN","16","WR","15","11","0","101","0","0","0","1","73.3","10.73","6.73","9.18","3.55","","","","","","","","","","","","1","0","2","0","0","0","2","3","0","0","0","","","","","","","","","0","0","21.3","0.12","1.78"
"Cameron Meredith","NO","6","WR","10","9","1","114","0","1","0","0","90","10.1","11.4","12.67","4.11","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","26.4","0.21","2.93"
"DeAndre Carter","HST","11","WR","24","22","1","216","0","0","0","0","91.7","2.71","9","9.82","7.36","","","","","","","","","","","","1","0","7","0","0","0","7","6","1","1","1","","","","","","","","","0","0","44.3","0.16","1.93"
"Seth Roberts","OAK","15","WR","60","45","1","494","0","2","0","3","75","8.82","8.23","10.98","5.02","","","","","","","","","","","","3","0","5","0","0","0","1.67","0.67","0","0","0","","","","","","","","","0","0","106.9","0.19","2.23"
"Jarvis Landry","CLV","16","WR","137","81","2","976","4","4","2","6","59.1","11.29","7.12","12.05","3.49","","","","","","","","","","","","3","1","60","0","1","0","20","9","1","0.33","1","","","","","","","","","1","2","214.6","0.22","2.55"
"Sammy Watkins","KC","10","WR","53","40","2","519","2","3","0","2","75.5","8.91","9.79","12.97","5.88","","","","","","","","","","","","5","0","52","0","0","0","10.4","9","5","1","1","","","","","","","","","0","0","115.1","0.25","2.56"
"Keenan Allen","LAC","16","WR","125","97","1","1196","3","6","0","3","77.6","9.45","9.57","12.33","4.14","","","","","","","","","","","","9","0","75","0","0","0","8.33","2.56","2","0.22","2","","","","","","","","","1","1","260.1","0.33","2.45"
"Cole Beasley","DAL","16","WR","85","65","0","672","1","3","0","2","76.5","7.53","7.91","10.34","3.32","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","150.2","0.21","2.31"
"Doug Baldwin","SEA","13","WR","73","50","2","618","1","5","0","1","68.5","12.41","8.47","12.36","3.26","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","141.8","0.2","2.84"
"Dwayne Harris","OAK","12","WR","6","6","0","40","0","0","0","0","100","-1","6.67","6.67","7.67","","","","","","","","","","","","2","0","12","0","0","0","6","3.5","1","0.5","1","","","","","","","","","0","0","11.2","0.2","1.4"
"Jeremy Kerley","BUF","1","WR","4","2","0","7","0","0","0","0","50","4.5","1.75","3.5","6.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.7","0.06","1.35"
"Randall Cobb","GB","9","WR","57","38","1","383","1","2","1","4","66.7","8.02","6.72","10.08","6.32","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","88.3","0.19","2.32"
"Blaine Clausell","ARZ","1","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Brandon Powell","DET","5","WR","17","11","1","129","1","0","0","0","64.7","3","7.59","11.73","10.64","","","","","","","","","","","","1","0","4","0","0","0","4","2","0","0","0","","","","","","","","","0","0","24.3","0.25","2.02"
"Riley McCarron","NE","1","WR","1","0","0","0","0","0","0","0","0","27","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Equanimeous St. Brown","GB","11","WR","34","21","1","328","0","0","0","0","61.8","14.38","9.65","15.62","5.52","","","","","","","","","","","","1","0","5","0","0","0","5","5","1","1","0","","","","","","","","","0","0","54.3","0.15","2.47"
"Ray-Ray McCloud III","BUF","10","WR","6","5","0","36","0","0","0","1","83.3","2","6","7.2","5.4","","","","","","","","","","","","2","0","4","0","0","0","2","2.5","0","0","0","","","","","","","","","0","0","9","0.07","1.29"
"Keke Coutee","HST","6","WR","38","28","1","287","1","1","0","3","73.7","4.66","7.55","10.25","7.54","","","","","","","","","","","","3","0","0","0","0","0","0","1.67","0","0","0","","","","","","","","","0","0","62.7","0.23","2.02"
"Cam Phillips","BUF","2","WR","1","1","0","9","0","0","0","0","100","3","9","9","6","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.9","0.07","1.9"
"Janarion Grant","BLT","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Deontay Burnett","NYJ","5","WR","15","10","0","143","0","0","0","1","66.7","11.47","9.53","14.3","2.4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","24.3","0.19","2.43"
"Chad Beebe","MIN","3","WR","4","4","0","39","0","0","0","0","100","6.5","9.75","9.75","3.25","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","7.9","0.17","1.98"
"Austin Carr","NO","14","WR","13","9","0","97","0","2","0","0","69.2","10.38","7.46","10.78","2.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","30.7","0.11","3.41"
"Tim White","BLT","1","WR","1","1","0","14","0","0","0","0","100","14","14","14","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.4","1.2","2.4"
"Isaiah McKenzie","BUF","8","WR","29","18","0","179","0","0","0","1","62.1","8.14","6.17","9.94","4.06","","","","","","","","","","","","10","0","66","0","2","0","6.6","1.4","1","0.1","0","","","","","","","","","0","0","54.5","0.24","1.95"
"Jamal Agnew","DET","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","1","0","17","0","0","0","17","3","0","0","0","","","","","","","","","0","0","1.7","0.85","1.7"
"Ryan Switzer","PIT","16","WR","44","36","0","253","0","1","0","2","81.8","3.39","5.75","7.03","3.78","","","","","","","","","","","","6","0","21","0","0","0","3.5","2.5","0","0","0","","","","","","","","","0","0","69.4","0.23","1.65"
"Jourdan Lewis","DAL","6","WR","1","0","0","0","0","0","0","0","0","-5","0","0","0","","","","","","","","","","","","2","0","12","0","0","0","6","1","1","0.5","0","","","","","","","","","0","0","1.2","0.15","0.6"
"Chester Rogers","IND","16","WR","71","53","0","485","0","2","0","7","74.6","6.83","6.83","9.15","4.91","","","","","","","","","","","","1","0","-4","0","0","0","-4","0","0","0","0","","","","","","","","","2","2","113.1","0.19","2.09"
"Cody Core","CIN","14","WR","28","13","0","160","0","1","0","3","46.4","13.93","5.71","12.31","2.46","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","1","1","35","0.11","2.69"
"Keenan Reynolds","SEA","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Tajae Sharpe","TEN","16","WR","46","26","0","316","1","2","0","2","56.5","11.93","6.87","12.15","3.08","","","","","","","","","","","","1","0","16","0","0","0","16","2","0","0","0","","","","","","","","","0","0","71.2","0.12","2.64"
