"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Leonard Hankerson","WAS","10","WR","46","30","0","375","0","3","0","3","65.2","9.43","8.15","12.5","4.43","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","85.5","0.22","2.85"
"Austin Pettis","SL","16","WR","59","38","0","399","0","4","0","2","64.4","10.61","6.76","10.5","3.11","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","101.9","0.17","2.68"
"Torrey Smith","BLT","16","WR","127","65","8","1128","2","4","0","5","51.2","15.85","8.88","17.35","5.86","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","1","201.8","0.18","3.1"
"Julio Jones","ATL","5","WR","57","41","3","580","3","2","1","5","71.9","10.4","10.18","14.15","6.37","","","","","","","","","","","","1","0","7","0","0","0","7","0","0","0","2","","","","","","","","","0","0","111.7","0.38","2.66"
"Patrick Peterson","ARZ","12","WR","7","6","0","54","0","0","0","0","85.7","5.43","7.71","9","6.17","","","","","","","","","","","","4","0","21","0","0","0","5.25","2","0","0","0","","","","","","","","","0","1","13.5","0.36","1.35"
"Seyi Ajirotutu","SD","9","WR","4","3","0","64","0","1","0","0","75","26.25","16","21.33","3.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","15.4","0.21","5.13"
"Marlon Moore","MIA","14","WR","13","7","0","62","0","0","0","2","53.8","11.23","4.77","8.86","1.86","","","","","","","","","","","","1","0","9","0","0","0","9","2","0","0","0","","","","","","","","","0","0","14.1","0.09","1.76"
"Joe Webb III","MIN","16","WR","11","5","0","33","0","0","0","0","45.5","8","3","6.6","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","8.3","0.04","1.66"
"Antonio Brown","PIT","16","WR","159","110","5","1499","5","8","3","8","69.2","10.81","9.43","13.63","5.98","","","","","","","","","","","","7","0","4","0","0","0","0.57","1","1","0.14","0","","","","","","","","","0","0","308.3","0.32","2.64"
"Riley Cooper","PHI","16","WR","81","47","6","835","3","8","3","4","58","14.67","10.31","17.77","5.15","","","","","","","","","","","","0","0","18","0","0","0","0","0","0","0","0","","","","","","","","","0","3","180.3","0.18","3.84"
"Marcus Easley","BUF","9","WR","5","2","0","13","0","0","0","1","40","8","2.6","6.5","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.3","0.05","1.65"
"Mike Williams","TB","6","WR","39","22","0","216","0","2","0","2","56.4","10.9","5.54","9.82","2.86","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","55.6","0.15","2.53"
"Andre Roberts","ARZ","16","WR","73","43","0","471","0","2","0","2","58.9","11.56","6.45","10.95","2.79","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","102.1","0.17","2.37"
"Brandon LaFell","CAR","16","WR","83","49","1","627","1","5","1","8","59","12.29","7.55","12.8","5.35","","","","","","","","","","","","2","0","15","0","0","0","7.5","4","1","0.5","1","","","","","","","","","0","0","143.2","0.16","2.81"
"Damian Williams","TEN","10","WR","23","15","0","178","0","0","0","2","65.2","12.09","7.74","11.87","3.2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","32.8","0.14","2.19"
"Golden Tate","SEA","16","WR","93","64","3","898","2","5","2","3","68.8","10.71","9.66","14.03","7.91","","","","","","","","","","","","3","0","31","0","0","0","10.33","8.33","2","0.67","1","","","","","","","","","0","0","186.9","0.24","2.79"
"Dez Bryant","DAL","16","WR","156","93","4","1249","5","13","1","11","59.6","12.28","8.01","13.43","5.66","","","","","","","","","","","","1","0","1","0","0","0","1","2","0","0","3","","","","","","","","","0","2","296","0.31","3.15"
"Tiquan Underwood","TB","12","WR","44","24","2","440","1","4","2","2","54.5","14.3","10","18.33","4.29","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","92","0.16","3.83"
"Julian Edelman","NE","16","WR","146","105","2","1056","4","6","0","13","71.9","8.38","7.23","10.06","4.48","","","","","","","","","","","","2","0","11","0","0","0","5.5","2","0","0","0","","","","","","","","","1","2","247.7","0.24","2.31"
"Austin Collie","NE","7","WR","10","6","0","63","0","0","0","0","60","10.2","6.3","10.5","1.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","12.3","0.11","2.05"
"Louis Murphy Jr.","NYG","14","WR","13","6","0","37","0","1","0","2","46.2","10.38","2.85","6.17","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","15.7","0.16","2.62"
"Brian Hartline","MIA","16","WR","127","76","1","1016","2","4","0","5","59.8","10.64","8","13.37","4.07","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","201.6","0.22","2.65"
"Michael Crabtree","SF","5","WR","30","19","2","284","1","1","0","1","63.3","10.23","9.47","14.95","7.37","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","53.4","0.22","2.81"
"Andre Caldwell","DEN","16","WR","29","16","0","200","0","3","0","2","55.2","15.79","6.9","12.5","2.56","","","","","","","","","","","","1","0","7","0","0","0","7","2","0","0","0","","","","","","","","","0","0","54.7","0.21","3.22"
"Harry Douglas","ATL","16","WR","126","85","5","1068","3","2","1","9","67.5","8.29","8.48","12.56","6.04","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","203.8","0.22","2.4"
"Eddie Royal","SD","15","WR","66","47","1","631","0","8","0","4","71.2","9.61","9.56","13.43","7.7","","","","","","","","","","","","3","0","21","0","0","0","7","1.67","0","0","0","","","","","","","","","0","0","160.2","0.23","3.2"
"Donnie Avery","KC","16","WR","70","40","3","596","1","2","0","5","57.1","11.89","8.51","14.9","4.72","","","","","","","","","","","","2","0","6","0","0","0","3","4","1","0.5","1","","","","","","","","","0","0","112.2","0.16","2.67"
"Eric Weems","CHI","5","WR","2","1","0","8","0","0","0","0","50","10.5","4","8","3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.8","0.07","1.8"
"James Jones","GB","14","WR","88","59","4","817","2","3","1","2","67","10.45","9.28","13.85","6.27","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","1","158.7","0.19","2.69"
"Robert Meachem","NO","15","WR","29","16","3","324","0","2","1","1","55.2","20.72","11.17","20.25","5.06","","","","","","","","","","","","2","0","-1","0","0","0","-0.5","0","0","0","0","","","","","","","","","0","0","60.3","0.15","3.35"
"Domenik Hixon","CAR","14","WR","9","7","0","55","0","1","0","0","77.8","6.78","6.11","7.86","1.29","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","18.5","0.13","2.64"
"Santonio Holmes","NYJ","11","WR","55","23","2","456","1","1","1","7","41.8","13.04","8.29","19.83","5.26","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","74.6","0.15","3.24"
"Lance Moore","NO","13","WR","52","37","1","457","0","2","1","4","71.2","12.12","8.79","12.35","1.68","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","94.7","0.21","2.56"
"Larry Fitzgerald","ARZ","16","WR","129","82","3","954","2","10","2","1","63.6","10.55","7.4","11.63","4.24","","","","","","","","","","","","2","0","8","0","0","0","4","0.5","1","0.5","1","","","","","","","","","0","1","238.2","0.24","2.84"
"Marlon Brown","BLT","14","WR","83","49","1","524","0","7","0","6","59","10.47","6.31","10.69","4.92","","","","","","","","","","","","1","0","-2","0","0","0","-2","5","1","1","0","","","","","","","","","1","2","143.2","0.18","2.86"
"Griff Whalen","IND","9","WR","39","24","0","259","0","2","0","2","61.5","8.31","6.64","10.79","4.83","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","61.9","0.23","2.58"
"Rishard Matthews","MIA","16","WR","62","41","0","448","1","2","0","1","66.1","8.08","7.23","10.93","4.24","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","97.8","0.19","2.39"
"Kevin Cone","ATL","10","WR","1","1","0","12","0","0","0","0","100","6","12","12","6","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.2","0.07","2.2"
"Jeff Maehl","PHI","15","WR","8","4","0","67","0","1","0","2","50","10.5","8.38","16.75","8.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","16.7","0.13","4.17"
"Dane Sanzenbacher","CIN","9","WR","8","6","0","61","0","0","0","1","75","7.5","7.63","10.17","5.17","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","12.1","0.15","2.02"
"Chris Hogan","BUF","12","WR","16","10","0","83","0","0","0","0","62.5","7.38","5.19","8.3","2.8","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","18.3","0.1","1.83"
"Andrew Hawkins","CIN","8","WR","16","12","1","197","0","0","0","1","75","8.13","12.31","16.42","10.67","","","","","","","","","","","","2","0","3","0","0","0","1.5","0","0","0","1","","","","","","","","","0","0","32","0.27","2.29"
"Dexter McCluster","KC","15","WR","78","53","1","511","0","2","0","4","67.9","6.58","6.55","9.64","5.04","","","","","","","","","","","","8","0","5","0","0","0","0.63","1.88","2","0.25","0","","","","","","","","","0","0","116.6","0.2","1.91"
"Chad Hall","KC","8","WR","7","2","0","20","0","0","0","0","28.6","6.71","2.86","10","8","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4","0.1","2"
"Danny Amendola","NE","12","WR","82","54","1","633","3","2","0","8","65.9","8.3","7.72","11.72","4.72","","","","","","","","","","","","1","0","1","0","0","0","1","1","0","0","0","","","","","","","","","0","1","129.4","0.23","2.35"
"Matthew Slater","NE","8","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Rick Wagner","BLT","14","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Eric Page","TB","11","WR","9","4","0","68","0","0","0","1","44.4","12","7.56","17","3.25","","","","","","","","","","","","1","0","19","0","0","0","19","6","1","1","0","","","","","","","","","0","0","12.7","0.23","2.54"
"Tobais Palmer","JAX","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Myles White","GB","7","WR","11","9","0","66","0","0","0","1","81.8","2.36","6","7.33","6.11","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","15.6","0.13","1.73"
"Ace Sanders","JAX","15","WR","79","51","1","484","0","1","0","4","64.6","6.28","6.13","9.49","5.71","","","","","","","","","","","","2","0","4","0","0","0","2","0.5","0","0","0","","","","","","","","","0","0","105.8","0.17","2"
"Cole Beasley","DAL","14","WR","52","39","0","368","0","2","0","1","75","4.6","7.08","9.44","4.92","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","87.8","0.36","2.25"
"Chris Owusu","TB","9","WR","18","13","0","114","0","0","0","0","72.2","9.61","6.33","8.77","2.62","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","24.4","0.09","1.88"
"Keshawn Martin","HST","14","WR","35","22","0","253","0","2","0","3","62.9","8.06","7.23","11.5","4.36","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","59.3","0.16","2.7"
"Ryan Broyles","DET","6","WR","14","8","0","85","0","0","0","3","57.1","8.21","6.07","10.63","4.38","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","16.5","0.09","2.06"
"Jeremy Kerley","NYJ","12","WR","63","43","0","523","0","3","0","1","68.3","9","8.3","12.16","4.3","","","","","","","","","","","","4","0","11","0","0","0","2.75","1.5","0","0","0","","","","","","","","","0","0","114.4","0.2","2.43"
"Greg Salas","NYJ","8","WR","12","8","1","143","0","0","0","0","66.7","12","11.92","17.88","10","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","22.3","0.14","2.79"
"Randall Cobb","GB","6","WR","40","31","1","433","2","4","1","1","77.5","9.15","10.82","13.97","5.87","","","","","","","","","","","","4","1","78","0","0","0","19.5","2.75","4","1","0","","","","","","","","","0","0","106.1","0.32","3.03"
"Armanti Edwards","CLV","6","WR","5","1","0","10","0","0","0","0","20","5.4","2","10","7","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2","0.04","1"
"Eric Decker","DEN","16","WR","135","87","6","1288","5","11","1","8","64.4","11.37","9.54","14.8","4.55","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","281.8","0.27","3.24"
"Brandon Gibson","MIA","7","WR","43","30","1","326","0","3","0","3","69.8","8.81","7.58","10.87","4.1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","80.6","0.32","2.69"
"Davone Bess","CLV","14","WR","83","42","0","362","0","2","0","14","50.6","6.13","4.36","8.62","3.38","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","90.2","0.17","2.15"
"Jordy Nelson","GB","16","WR","120","85","3","1314","5","8","2","6","70.8","11.3","10.95","15.46","5.12","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","264.4","0.24","3.11"
"Brandon Marshall","CHI","16","WR","158","100","3","1295","6","12","0","15","63.3","12.73","8.2","12.95","2.83","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","2","301.5","0.3","3.02"
"Jason Avant","PHI","16","WR","71","38","0","447","0","2","0","3","53.5","12.03","6.3","11.76","2.34","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","94.7","0.12","2.49"
"Greg Jennings","MIN","15","WR","101","68","2","804","1","4","2","5","67.3","9.75","7.96","11.82","5.22","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","172.4","0.23","2.54"
"Jerricho Cotchery","PIT","16","WR","74","46","0","602","1","10","0","4","62.2","10.81","8.14","13.09","4.8","","","","","","","","","","","","1","0","-5","0","0","0","-5","2","0","0","0","","","","","","","","","0","0","165.7","0.26","3.53"
"Nate Burleson","DET","9","WR","51","39","2","461","1","1","0","4","76.5","6.35","9.04","11.82","5.72","","","","","","","","","","","","2","0","-8","0","0","0","-4","0","0","0","1","","","","","","","","","0","0","90.3","0.18","2.2"
"Reggie Wayne","IND","7","WR","57","38","0","503","1","2","0","4","66.7","10.21","8.82","13.24","4.58","","","","","","","","","","","","1","0","5","0","0","0","5","0","0","0","0","","","","","","","","","0","1","100.8","0.23","2.58"
"Santana Moss","WAS","16","WR","77","42","0","452","0","2","0","8","54.5","8.77","5.87","10.76","4.4","","","","","","","","","","","","3","0","25","0","0","0","8.33","2.67","0","0","1","","","","","","","","","0","0","101.7","0.18","2.26"
"Brandon Stokley","BLT","6","WR","19","13","0","115","0","0","0","1","68.4","6.95","6.05","8.85","4.77","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","24.5","0.21","1.88"
"Skye Dawson","TB","7","WR","7","2","0","12","0","0","0","0","28.6","25.71","1.71","6","3.5","","","","","","","","","","","","2","0","15","0","0","0","7.5","6.5","2","1","0","","","","","","","","","0","0","4.7","0.05","1.18"
"Lamaar Thomas","JAX","2","WR","3","2","0","31","0","0","0","0","66.7","10.33","10.33","15.5","7.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.1","0.73","2.55"
"Russell Shepard","TB","5","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Rodney Smith","MIN","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Kenbrell Thompkins","NE","12","WR","69","32","1","466","1","4","0","4","46.4","12.49","6.75","14.56","4.09","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","102.6","0.18","3.21"
"Nick Williams","WAS","5","WR","9","3","0","15","0","0","0","0","33.3","10.44","1.67","5","0.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","4.5","0.08","1.5"
"Brice Butler","OAK","10","WR","17","9","0","103","0","0","0","3","52.9","10.65","6.06","11.44","2.89","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","19.3","0.09","2.14"
"Chris Harper","GB","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Josh Boyce","NE","9","WR","19","9","0","121","0","0","0","4","47.4","8.37","6.37","13.44","8.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","21.1","0.12","2.34"
"Stedman Bailey","SL","10","WR","23","17","0","226","0","0","0","1","73.9","10.43","9.83","13.29","2.65","","","","","","","","","","","","2","0","33","0","1","0","16.5","1.5","0","0","0","","","","","","","","","0","0","48.9","0.26","2.57"
"Markus Wheaton","PIT","12","WR","12","6","0","64","0","0","0","2","50","12.92","5.33","10.67","6.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","12.4","0.08","2.07"
"Marquise Goodwin","BUF","12","WR","32","17","3","283","0","3","3","1","53.1","20.19","8.84","16.65","3.18","","","","","","","","","","","","3","0","13","0","0","0","4.33","0.33","0","0","1","","","","","","","","","0","0","64.6","0.21","3.23"
"Keenan Allen","SD","15","WR","101","71","1","1046","5","8","1","5","70.3","10.66","10.36","14.73","6.01","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","223.6","0.24","3.15"
"Aaron Dobson","NE","12","WR","71","37","2","519","1","4","1","9","52.1","13.62","7.31","14.03","5.32","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","112.9","0.21","3.05"
"Robert Woods","BUF","14","WR","81","40","2","587","0","3","1","4","49.4","14.65","7.25","14.68","2.8","","","","","","","","","","","","2","0","16","0","0","0","8","1","0","0","0","","","","","","","","","1","1","118.3","0.13","2.82"
"Tavon Austin","SL","13","WR","65","40","2","418","1","4","2","5","61.5","7.52","6.43","10.45","5.72","","","","","","","","","","","","9","2","151","0","1","1","16.78","2.11","2","0.22","1","","","","","","","","","0","0","126.9","0.3","2.59"
"Mike Brown","JAX","11","WR","50","32","1","446","1","2","0","4","64","10.52","8.92","13.94","5.13","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","88.6","0.15","2.77"
