"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Riley Cooper","PHI","13","WR","14","7","0","116","0","1","0","1","50","15.07","8.29","16.57","2.57","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","24.6","0.11","3.51"
"Mike Williams","TB","16","WR","122","64","2","955","1","11","2","11","52.5","14.27","7.83","14.92","5.25","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","3","","","","","","","","","0","0","225.5","0.24","3.52"
"Taylor Price","NE","1","WR","4","3","0","41","0","0","0","0","75","6.25","10.25","13.67","7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","7.1","0.27","2.37"
"Armanti Edwards","CAR","3","WR","2","0","0","0","0","0","0","1","0","11.5","0","0","0","","","","","","","","","","","","1","0","7","0","0","0","7","0","0","0","0","","","","","","","","","0","0","0.7","0.05","0.7"
"Emmanuel Sanders","PIT","13","WR","48","28","0","376","0","2","0","3","58.3","12.88","7.83","13.43","2.86","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","77.6","0.2","2.77"
"Brandon LaFell","CAR","14","WR","71","38","1","468","0","1","0","7","53.5","10.8","6.59","12.32","3.74","","","","","","","","","","","","1","1","60","0","0","0","60","38","2","2","1","","","","","","","","","0","0","96.8","0.19","2.48"
"Dez Bryant","DAL","12","WR","71","45","3","561","1","6","0","4","63.4","11.54","7.9","12.47","4.58","","","","","","","","","","","","1","0","0","0","0","0","0","2","0","0","1","","","","","","","","","0","0","137.1","0.33","2.98"
"Britt Davis","DEN","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Manuel Johnson","DAL","2","WR","5","1","0","6","0","0","0","1","20","11","1.2","6","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.6","0.04","1.6"
"Brandon Gibson","SL","14","WR","86","53","1","620","0","2","0","6","61.6","10.81","7.21","11.7","4.19","","","","","","","","","","","","3","0","28","0","0","0","9.33","3","0","0","0","","","","","","","","","0","0","129.8","0.17","2.32"
"Johnny Knox","CHI","16","WR","97","51","4","964","1","5","2","6","52.6","15.33","9.94","18.9","4.69","","","","","","","","","","","","1","0","2","0","0","0","2","1","0","0","0","","","","","","","","","0","0","177.6","0.21","3.42"
"Louis Murphy Jr.","OAK","14","WR","74","41","2","609","1","2","0","3","55.4","13.34","8.23","14.85","5.51","","","","","","","","","","","","1","1","43","0","0","0","43","1","0","0","2","","","","","","","","","0","0","118.2","0.17","2.81"
"Brandon Tate","NE","16","WR","42","24","4","432","1","3","2","3","57.1","15.1","10.29","18","6.04","","","","","","","","","","","","5","0","62","0","0","0","12.4","4.8","1","0.2","1","","","","","","","","","0","0","91.4","0.18","3.15"
"Derrick Williams","DET","6","WR","5","3","0","30","0","0","0","1","60","7.4","6","10","2.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","6","0.03","2"
"Brian Robiskie","CLV","14","WR","49","29","1","310","0","3","1","3","59.2","12.57","6.33","10.69","2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","78","0.15","2.69"
"Kenny Britt","TEN","12","WR","66","42","5","775","2","9","2","4","63.6","18.39","11.74","18.45","2.83","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","1","1","173.5","0.38","4.13"
"Michael Crabtree","SF","16","WR","92","55","1","741","2","6","1","8","59.8","10.92","8.05","13.47","5.4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","165.1","0.19","3"
"Darrius Heyward-Bey","OAK","15","WR","60","26","1","366","1","1","1","8","43.3","16.7","6.1","14.08","4.12","","","","","","","","","","","","4","0","48","0","0","0","12","3.75","0","0","1","","","","","","","","","0","0","73.4","0.1","2.45"
"Stefan Logan","DET","13","WR","1","0","0","0","0","0","0","1","0","-2","0","0","0","","","","","","","","","","","","15","0","95","0","0","0","6.33","2.67","2","0.13","0","","","","","","","","","0","0","9.5","0.22","0.63"
"Anthony Armstrong","WAS","15","WR","78","44","7","871","1","3","2","5","56.4","18.19","11.17","19.8","3.82","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","149.1","0.19","3.39"
"Taj Smith","IND","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Steve Johnson","BUF","16","WR","139","82","2","1073","3","10","0","13","59","10.4","7.72","13.09","5.17","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","249.3","0.27","3.04"
"Brett Swain","GB","12","WR","9","6","0","72","0","0","0","0","66.7","7.11","8","12","9.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","13.2","0.17","2.2"
"Matthew Slater","NE","9","WR","1","0","0","0","0","0","0","0","0","48","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Harry Douglas","ATL","16","WR","49","22","1","294","0","1","0","4","44.9","13.1","6","13.36","5.64","","","","","","","","","","","","2","0","-5","0","0","0","-2.5","0","0","0","0","","","","","","","","","0","0","56.9","0.1","2.37"
"Jerome Simpson","CIN","5","WR","25","20","1","277","2","3","1","1","80","11.2","11.08","13.85","4.45","","","","","","","","","","","","1","0","2","0","0","0","2","2","0","0","2","","","","","","","","","0","0","65.9","0.45","3.14"
"Jordy Nelson","GB","16","WR","61","45","1","582","1","2","1","7","73.8","10.52","9.54","12.93","5.31","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","115.2","0.21","2.56"
"Matt Willis","DEN","2","WR","1","1","0","17","0","0","0","0","100","17","17","17","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.7","0.27","2.7"
"Jesse Holley","DAL","3","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"David Clowney","CAR","13","WR","16","7","0","124","0","0","0","1","43.8","14.63","7.75","17.71","6.29","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","19.4","0.15","2.77"
"Mike Sims-Walker","JAX","14","WR","73","43","0","567","2","7","0","5","58.9","11.93","7.77","13.19","3.21","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","141.7","0.21","3.3"
"James Jones","GB","16","WR","85","50","2","692","2","5","1","6","58.8","12.01","8.14","13.84","6.16","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","3","","","","","","","","","0","0","149.2","0.28","2.98"
"Yamon Figurs","CLV","2","WR","2","2","0","17","0","0","0","0","100","5","8.5","8.5","3.5","","","","","","","","","","","","1","0","-4","0","0","0","-4","0","0","0","0","","","","","","","","","0","0","3.3","0.66","1.1"
"Jacoby Jones","HST","15","WR","76","51","1","564","1","3","0","7","67.1","8.42","7.42","11.06","4.86","","","","","","","","","","","","2","0","7","0","0","0","3.5","0","0","0","1","","","","","","","","","0","0","126.1","0.22","2.38"
"Robert Meachem","NO","16","WR","62","44","5","638","2","5","2","4","71","15.06","10.29","14.5","3.09","","","","","","","","","","","","4","0","14","0","0","0","3.5","2.75","1","0.25","0","","","","","","","","","0","0","139.2","0.26","2.9"
"Ted Ginn Jr.","SF","13","WR","32","12","0","163","0","1","0","4","37.5","15.19","5.09","13.58","1.58","","","","","","","","","","","","2","0","13","0","0","0","6.5","2","0","0","0","","","","","","","","","0","0","35.6","0.13","2.54"
"Calvin Johnson","DET","15","WR","131","77","3","1120","4","12","2","6","58.8","14.6","8.55","14.55","4.38","","","","","","","","","","","","4","0","32","0","0","0","8","2.5","0","0","1","","","","","","","","","0","1","264.2","0.27","3.26"
"Micheal Spurlock","TB","16","WR","31","17","1","250","0","2","0","1","54.8","17.03","8.06","14.71","1.76","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","54","0.18","3.18"
"Hank Baskett","MIN","5","WR","4","1","0","18","0","0","0","1","25","14.5","4.5","18","7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.8","0.06","2.8"
"Brandon Marshall","MIA","14","WR","132","86","2","1014","4","3","0","13","65.2","11.11","7.68","11.79","2.69","","","","","","","","","","","","2","0","3","0","0","0","1.5","3","1","0.5","2","","","","","","","","","0","0","205.7","0.25","2.34"
"Brad Smith","NYJ","16","WR","6","4","0","44","0","0","0","2","66.7","7.17","7.33","11","2","","","","","","","","","","","","38","2","299","0","1","1","7.87","3.11","6","0.16","1","","","","","","","","","0","0","44.3","0.15","1.05"
"Santonio Holmes","NYJ","12","WR","91","52","3","746","2","6","1","5","57.1","13.19","8.2","14.35","4.5","","","","","","","","","","","","2","0","17","0","0","0","8.5","1","0","0","2","","","","","","","","","0","0","164.3","0.29","3.04"
"Lance Moore","NO","16","WR","92","66","2","763","1","8","2","2","71.7","8.63","8.29","11.56","4.65","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","190.3","0.35","2.88"
"Joshua Cribbs","CLV","14","WR","36","23","1","292","0","1","1","1","63.9","10.69","8.11","12.7","6.74","","","","","","","","","","","","21","0","67","0","0","0","3.19","1.71","4","0.19","2","","","","","","","","","0","0","64.9","0.19","1.48"
"Vincent Jackson","SD","5","WR","20","14","1","248","1","3","1","1","70","14.15","12.4","17.71","3.71","","","","","","","","","","","","1","0","14","0","0","0","14","3","0","0","1","","","","","","","","","0","0","58.2","0.27","3.88"
"Mike Williams","SEA","14","WR","106","65","1","751","3","2","0","5","61.3","11.09","7.08","11.55","3.34","","","","","","","","","","","","1","0","0","0","0","0","0","2","0","0","0","","","","","","","","","0","0","152.1","0.26","2.3"
"Malcom Floyd","SD","11","WR","74","37","4","717","1","6","2","2","50","18.31","9.69","19.38","3.43","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","144.7","0.26","3.91"
"Jerricho Cotchery","NYJ","14","WR","80","41","1","433","0","2","0","9","51.2","10.75","5.41","10.56","3.02","","","","","","","","","","","","4","0","-3","0","0","0","-0.75","3.25","0","0","0","","","","","","","","","0","0","96","0.14","2.13"
"Bernard Berrian","MIN","14","WR","53","28","0","252","0","0","0","3","52.8","10.53","4.75","9","3","","","","","","","","","","","","1","0","-8","0","0","0","-8","1","1","1","0","","","","","","","","","0","0","52.4","0.09","1.81"
"Michael Jenkins","ATL","11","WR","69","41","2","505","0","2","0","0","59.4","13.59","7.32","12.32","2.15","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","103.5","0.18","2.52"
"Michael Clayton","NYG","6","WR","4","2","0","19","0","0","0","0","50","11","4.75","9.5","1.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.9","0.06","1.95"
"Lee Evans","BUF","13","WR","78","37","3","578","1","4","1","3","47.4","16.85","7.41","15.62","3.32","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","118.8","0.16","3.21"
"Larry Fitzgerald","ARZ","16","WR","168","90","1","1137","3","6","0","3","53.6","12.97","6.77","12.63","2.37","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","239.7","0.26","2.66"
"Sam Aiken","CLV","3","WR","1","1","0","7","0","0","0","0","100","6","7","7","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.7","0.28","1.7"
"Brandon Lloyd","DEN","16","WR","147","77","9","1448","6","11","4","4","52.4","18.41","9.85","18.81","2.53","","","","","","","","","","","","1","0","-18","0","0","0","-18","-4","0","0","0","","","","","","","","","0","0","286","0.34","3.67"
"Bryant Johnson","DET","14","WR","48","18","0","210","0","0","0","7","37.5","12.81","4.38","11.67","3.11","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","1","1","39","0.06","2.17"
"Chris Chambers","KC","13","WR","41","22","0","213","0","1","0","1","53.7","12.95","5.2","9.68","2.23","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","49.3","0.1","2.24"
"Reggie Wayne","IND","16","WR","172","111","4","1355","4","6","0","9","64.5","11.39","7.88","12.21","3.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","282.5","0.26","2.55"
"Randy Moss","TEN","16","WR","63","28","0","393","0","5","0","7","44.4","18.4","6.24","14.04","2.57","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","97.3","0.14","3.48"
"Derrick Mason","BLT","16","WR","94","61","2","802","1","7","0","4","64.9","14.12","8.53","13.15","2.23","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","183.2","0.22","3"
"Terrell Owens","CIN","14","WR","132","72","3","983","3","9","2","8","54.5","14.39","7.45","13.65","3.93","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","224.3","0.27","3.12"
"Joey Galloway","WAS","10","WR","35","12","1","173","0","0","0","2","34.3","17.69","4.94","14.42","1.75","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","29.3","0.08","2.44"
"Preston Parker","TB","6","WR","8","4","0","42","0","0","0","0","50","10.13","5.25","10.5","8","","","","","","","","","","","","1","0","7","0","0","0","7","2","0","0","0","","","","","","","","","0","0","8.9","0.1","1.78"
"Eric Decker","DEN","10","WR","8","6","0","106","0","1","0","1","75","16.13","13.25","17.67","4.83","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","22.6","0.16","3.77"
"Damian Williams","TEN","14","WR","26","16","0","219","0","0","0","0","61.5","11.58","8.42","13.69","2.81","","","","","","","","","","","","1","0","5","0","0","0","5","3","0","0","0","","","","","","","","","0","0","38.4","0.18","2.26"
"Dexter McCluster","KC","11","WR","36","21","0","209","0","1","0","1","58.3","4.17","5.81","9.95","8.52","","","","","","","","","","","","18","0","71","0","0","0","3.94","2.56","4","0.22","1","","","","","","","","","0","0","55","0.14","1.41"
"Austin Collie","IND","9","WR","69","58","2","649","2","8","1","4","84.1","8.42","9.41","11.19","5.22","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","170.9","0.42","2.95"
"Mike Thomas","JAX","16","WR","99","66","1","816","1","4","1","4","66.7","11.51","8.24","12.36","4.68","","","","","","","","","","","","12","0","114","0","0","0","9.5","2.08","1","0.08","0","","","","","","","","","0","0","183","0.23","2.35"
"Percy Harvin","MIN","14","WR","104","71","2","871","3","5","1","5","68.3","9.46","8.38","12.27","6.38","","","","","","","","","","","","18","0","107","0","1","0","5.94","2.56","2","0.11","0","","","","","","","","","1","1","204.8","0.33","2.3"
"Early Doucet","ARZ","10","WR","56","26","0","291","0","1","0","5","46.4","9.04","5.2","11.19","3.27","","","","","","","","","","","","2","0","5","0","0","0","2.5","0.5","0","0","0","","","","","","","","","0","0","61.6","0.18","2.2"
"Eddie Royal","DEN","16","WR","93","59","1","627","1","3","0","2","63.4","8","6.74","10.63","6.58","","","","","","","","","","","","6","0","61","0","0","0","10.17","3.5","1","0.17","2","","","","","","","","","0","0","145.8","0.24","2.24"
"Chansi Stuckey","CLV","16","WR","57","40","0","347","0","0","0","3","70.2","5.67","6.09","8.68","5.15","","","","","","","","","","","","3","0","9","0","1","0","3","2","0","0","2","","","","","","","","","0","0","81.6","0.21","1.9"
"Anthony Gonzalez","IND","2","WR","8","5","0","67","0","0","0","0","62.5","11.13","8.38","13.4","2.8","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","11.7","0.17","2.34"
"David Anderson","HST","10","WR","18","11","0","117","0","0","0","1","61.1","10.67","6.5","10.64","4.73","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","22.7","0.11","2.06"
"Maurice Stovall","TB","9","WR","9","7","0","81","0","1","0","0","77.8","5.11","9","11.57","8.14","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","21.1","0.26","3.01"
"Rashied Davis","CHI","15","WR","11","9","0","84","0","1","0","0","81.8","6","7.64","9.33","3.56","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","23.4","0.19","2.6"
"Roydell Williams","WAS","16","WR","17","8","0","109","0","0","0","0","47.1","9.53","6.41","13.63","7.38","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","18.9","0.07","2.36"
"Ruvell Martin","SEA","5","WR","8","7","1","158","0","1","0","0","87.5","16.88","19.75","22.57","7.86","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","28.8","0.36","4.11"
"Kelley Washington","SD","7","WR","14","13","0","173","0","1","0","0","92.9","9","12.36","13.31","7.46","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","36.3","0.33","2.79"
"Donald Driver","GB","15","WR","82","51","2","565","0","4","1","6","62.2","9.87","6.89","11.08","3.65","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","131.5","0.2","2.58"
"Hines Ward","PIT","16","WR","90","59","1","755","4","5","0","7","65.6","9.96","8.39","12.8","4.42","","","","","","","","","","","","1","0","-2","0","0","0","-2","2","0","0","1","","","","","","","","","0","0","164.3","0.21","2.74"
"Jeff Linkenbach","IND","8","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Charles Brown","NO","2","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Lydon Murtha","MIA","7","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Jamon Meredith","NYG","4","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"T.J. Lang","GB","7","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Oniel Cousins","BLT","9","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"D'Anthony Batiste","ARZ","2","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Jeremy Trueblood","TB","11","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Alex Barron","DAL","2","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Shawn Andrews","NYG","12","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Barry Sims","SF","8","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Zane Beadles","DEN","16","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Matt Tennant","NO","3","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Doug Legursky","PIT","13","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Jeremy Zuttah","TB","15","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","0","0",""
"Robert Turner","NYJ","8","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Adam Koets","NYG","5","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","0","0",""
"Cory Procter","MIA","5","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Scott Mruczkowski","SD","5","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Hank Fraley","SL","3","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Derek Hardman","TB","7","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Jacques McClendon","IND","2","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Ray Feinga","MIA","3","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Chris Chester","BLT","14","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Ryan Cook","MIN","14","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Kevin Haslam","JAX","2","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Garry Williams","CAR","15","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"James Lee","TB","12","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Ryan Harris","DEN","11","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Mark LeVoir","NE","4","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Quinn Ojinnaka","NE","3","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Will Svitek","ATL","16","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Trai Essex","PIT","12","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Jeremy Bridges","ARZ","9","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Jordan Black","JAX","14","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
