"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Paul Richardson Jr.","SEA","16","WR","80","44","3","703","1","6","1","8","55","15.41","8.79","15.98","2.86","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","150.3","0.18","3.42"
"Marqise Lee","JAX","14","WR","91","56","1","702","0","3","0","8","61.5","11.29","7.71","12.54","5.27","","","","","","","","","","","","1","0","17","0","0","0","17","16","3","3","1","","","","","","","","","1","1","145.9","0.2","2.56"
"Kelvin Benjamin","BUF","14","WR","78","48","1","692","1","3","0","5","61.5","12","8.87","14.42","3.02","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","135.2","0.23","2.82"
"Brandin Cooks","NE","16","WR","109","65","7","1082","2","7","2","7","59.6","15.94","9.93","16.65","3.62","","","","","","","","","","","","9","0","40","0","0","0","4.44","1.67","1","0.11","0","","","","","","","","","1","1","219.2","0.21","2.96"
"Sammy Watkins","LA","15","WR","66","39","2","593","1","8","1","0","59.1","15.23","8.98","15.21","4.82","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","146.3","0.19","3.75"
"Jaron Brown","ARZ","16","WR","64","31","1","477","1","4","1","1","48.4","16.19","7.45","15.39","3.1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","102.7","0.13","3.31"
"Tavarres King","NYG","8","WR","32","18","1","240","0","3","1","1","56.3","13.47","7.5","13.33","4.61","","","","","","","","","","","","2","0","3","0","0","0","1.5","1.5","0","0","0","","","","","","","","","0","0","60.3","0.15","3.01"
"Marquise Goodwin","SF","16","WR","99","56","5","962","3","2","1","6","56.6","16.01","9.72","17.18","3.45","","","","","","","","","","","","4","0","44","0","0","0","11","0.25","0","0","0","","","","","","","","","0","0","168.6","0.22","2.81"
"DeAndre Hopkins","HST","15","WR","164","96","2","1378","5","13","1","5","58.5","13.98","8.4","14.35","3.6","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","1","311.8","0.31","3.25"
"Josh Gordon","CLV","5","WR","41","18","1","335","1","1","0","1","43.9","17.51","8.17","18.61","6.28","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","57.5","0.22","3.19"
"Brenton Bersin","CAR","8","WR","13","8","0","128","0","0","0","0","61.5","15.23","9.85","16","1.38","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","20.8","0.13","2.6"
"Josh Bellamy","CHI","15","WR","44","24","1","376","0","1","1","4","54.5","14","8.55","15.67","4.79","","","","","","","","","","","","1","0","6","0","0","0","6","3","1","1","0","","","","","","","","","0","0","68.2","0.16","2.73"
"Jermaine Kearse","NYJ","16","WR","96","65","4","810","2","5","0","3","67.7","9.48","8.44","12.46","4.65","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","176","0.2","2.71"
"Griff Whalen","BLT","2","WR","5","4","0","23","0","0","0","0","80","8","4.6","5.75","0.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","6.3","0.08","1.57"
"Brian Quick","WAS","8","WR","8","6","0","76","0","0","0","0","75","7","9.5","12.67","4.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","13.6","0.18","2.27"
"Terrelle Pryor Sr.","WAS","9","WR","35","20","1","240","0","1","1","4","57.1","11.83","6.86","12","3.05","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","50","0.13","2.5"
"Dontrelle Inman","CHI","12","WR","43","25","0","343","0","1","0","5","58.1","13.56","7.98","13.72","1.4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","65.3","0.14","2.61"
"Andre Holmes","BUF","14","WR","23","13","0","120","0","3","0","1","56.5","14.61","5.22","9.23","0.85","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","43","0.13","3.31"
"Torrey Smith","PHI","16","WR","63","36","2","430","1","2","1","7","57.1","13.59","6.83","11.94","3.39","","","","","","","","","","","","1","0","-3","0","0","0","-3","1","0","0","0","","","","","","","","","0","0","90.7","0.12","2.45"
"Julio Jones","ATL","16","WR","143","88","4","1444","4","3","1","8","61.5","14.7","10.1","16.41","5.56","","","","","","","","","","","","1","0","15","0","0","0","15","0","0","0","0","","","","","","","","","0","0","251.9","0.33","2.83"
"A.J. Green","CIN","16","WR","134","75","4","1078","3","8","2","5","56","14.34","8.04","14.37","3.89","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","230.8","0.27","3.08"
"Joe Webb III","BUF","4","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","8","0","54","0","0","0","6.75","1.25","0","0","0","","","","","","","","","0","0","5.4","0.14","0.68"
"Antonio Brown","PIT","14","WR","155","101","7","1533","8","9","2","5","65.2","14.41","9.89","15.18","4.7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","3","","","","","","","","","1","2","308.3","0.35","3.05"
"Eric Decker","TEN","16","WR","83","54","0","563","0","1","0","5","65.1","9.96","6.78","10.43","2.46","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","116.3","0.16","2.15"
"Arrelious Benn","JAX","9","WR","2","1","0","12","0","0","0","1","50","8","6","12","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.2","0.03","2.2"
"Dez Bryant","DAL","16","WR","126","69","2","838","0","6","1","12","54.8","12.18","6.65","12.14","4.2","","","","","","","","","","","","1","0","-4","0","0","0","-4","1","0","0","1","","","","","","","","","0","0","188.4","0.21","2.69"
"Demaryius Thomas","DEN","16","WR","136","83","1","949","1","5","0","10","61","10.49","6.98","11.43","3.51","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","1","207.9","0.23","2.5"
"Don Carey","DET","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Mike Wallace","BLT","15","WR","87","52","4","748","2","4","0","3","59.8","13.99","8.6","14.38","2.98","","","","","","","","","","","","1","0","4","0","0","0","4","1","0","0","0","","","","","","","","","0","0","151.2","0.21","2.85"
"Michael Crabtree","OAK","14","WR","99","58","2","618","0","8","1","6","58.6","10.98","6.24","10.66","3.38","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","2","2","167.8","0.28","2.89"
"Darrius Heyward-Bey","PIT","13","WR","3","2","1","47","0","0","0","0","66.7","19","15.67","23.5","11","","","","","","","","","","","","2","0","32","0","1","0","16","12","1","0.5","0","","","","","","","","","0","0","15.9","0.18","3.98"
"Matthew Slater","NE","5","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Harry Douglas","TEN","2","WR","3","1","0","8","0","0","0","0","33.3","9","2.67","8","12","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.8","0.08","1.8"
"DeSean Jackson","TB","14","WR","87","50","1","668","1","3","0","1","57.5","16.34","7.68","13.36","3.8","","","","","","","","","","","","3","0","38","0","0","0","12.67","1","0","0","0","","","","","","","","","0","2","138.6","0.23","2.62"
"Eric Weems","TEN","6","WR","2","1","0","5","0","0","0","0","50","-1","2.5","5","9","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.5","0.1","0.75"
"Justin Thomas","PIT","0","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","",""
"Victor Bolden Jr.","SF","7","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Jamal Agnew","DET","6","WR","2","2","0","18","0","0","0","0","100","-3.5","9","9","12.5","","","","","","","","","","","","2","0","9","0","0","0","4.5","0.5","0","0","0","","","","","","","","","0","0","4.7","0.34","1.18"
"Cooper Kupp","LA","15","WR","90","62","2","869","2","5","0","7","68.9","9.69","9.66","14.02","5.92","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","178.9","0.24","2.89"
"Tanner McEvoy","SEA","15","WR","9","5","1","113","0","0","0","2","55.6","21.33","12.56","22.6","4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","16.3","0.08","3.26"
"Geronimo Allison","GB","15","WR","38","23","1","253","1","0","0","4","60.5","7.92","6.66","11","5.3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","48.3","0.14","2.1"
"Alex Erickson","CIN","14","WR","16","12","0","180","0","1","0","0","75","12.06","11.25","15","2.75","","","","","","","","","","","","5","0","16","0","0","0","3.2","1.2","0","0","1","","","","","","","","","0","0","37.6","0.2","2.21"
"Rashard Higgins","CLV","15","WR","46","27","1","312","0","2","1","2","58.7","10.24","6.78","11.56","5.56","","","","","","","","","","","","1","0","4","0","0","0","4","4","0","0","1","","","","","","","","","0","0","70.6","0.11","2.52"
"Braxton Miller","HST","11","WR","28","19","1","162","0","1","0","0","67.9","7.96","5.79","8.53","3.74","","","","","","","","","","","","1","0","1","0","0","0","1","2","0","0","0","","","","","","","","","0","0","41.3","0.1","2.06"
"Sterling Shepard","NYG","11","WR","83","59","3","731","3","2","2","4","71.1","8.89","8.81","12.39","5.14","","","","","","","","","","","","4","0","4","0","0","0","1","1.5","1","0.25","1","","","","","","","","","0","0","144.5","0.21","2.29"
"Adam Humphries","TB","16","WR","82","61","1","631","1","1","0","4","74.4","6.87","7.7","10.34","4.92","","","","","","","","","","","","1","0","6","0","0","0","6","1","0","0","1","","","","","","","","","0","0","130.7","0.19","2.11"
"Jamison Crowder","WAS","15","WR","96","66","1","789","2","3","0","7","68.8","7.58","8.22","11.95","5.5","","","","","","","","","","","","7","0","34","0","0","0","4.86","1.57","1","0.14","1","","","","","","","","","0","0","166.3","0.25","2.28"
"Brandon Coleman","NO","16","WR","34","23","2","364","0","3","0","0","67.6","10.41","10.71","15.83","6.04","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","77.4","0.12","3.37"
"Bennie Fowler","DEN","16","WR","54","29","0","350","0","3","0","4","53.7","10.74","6.48","12.07","3.45","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","82","0.14","2.83"
"Jeff Janis","GB","8","WR","5","2","0","12","0","0","0","0","40","21.4","2.4","6","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.2","0.06","1.6"
"Michael Campanaro","BLT","13","WR","24","19","0","173","0","1","0","2","79.2","5.63","7.21","9.11","4.32","","","","","","","","","","","","5","0","42","0","0","0","8.4","1.2","0","0","0","","","","","","","","","0","0","46.5","0.18","1.94"
"Odell Beckham Jr.","NYG","4","WR","41","25","2","302","0","3","1","6","61","13","7.37","12.08","2.84","","","","","","","","","","","","1","0","8","0","0","0","8","3","1","1","0","","","","","","","","","0","2","74","0.35","2.85"
"Adam Thielen","MIN","16","WR","135","91","5","1276","4","4","2","5","67.4","11.13","9.45","14.02","4.74","","","","","","","","","","","","1","0","11","0","0","0","11","5","0","0","3","","","","","","","","","0","0","243.7","0.24","2.65"
"Russell Shepard","CAR","15","WR","29","17","1","202","0","1","1","6","58.6","7.9","6.97","11.88","6.41","","","","","","","","","","","","2","0","19","0","0","0","9.5","4.5","2","1","1","","","","","","","","","0","0","45.1","0.09","2.37"
"Keenan Allen","LAC","16","WR","147","102","4","1393","7","6","1","11","69.4","9.89","9.48","13.66","5.13","","","","","","","","","","","","2","0","9","0","0","0","4.5","2","0","0","1","","","","","","","","","0","0","278.2","0.31","2.67"
"Brittan Golden","ARZ","9","WR","9","5","0","70","0","0","0","2","55.6","6.56","7.78","14","10","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","12","0.16","2.4"
"Cole Beasley","DAL","15","WR","57","36","1","314","0","4","0","2","63.2","7.88","5.51","8.72","3.22","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","91.4","0.16","2.54"
"Kendall Wright","CHI","16","WR","82","59","0","614","1","1","0","3","72","7.94","7.49","10.41","3.27","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","126.4","0.22","2.14"
"Kamar Aiken","IND","15","WR","38","15","0","133","0","0","0","7","39.5","10.32","3.5","8.87","3.07","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","28.3","0.05","1.89"
"Jeremy Kerley","NYJ","8","WR","25","22","0","217","0","1","0","1","88","8.24","8.68","9.86","2.82","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","49.7","0.18","2.26"
"Danny Amendola","NE","15","WR","80","61","0","659","1","2","0","4","76.3","8.55","8.24","10.8","3.31","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","138.9","0.24","2.28"
"JoJo Natson","NYJ","6","WR","5","2","0","18","0","0","0","1","40","12","3.6","9","1.5","","","","","","","","","","","","1","0","15","0","0","0","15","0","0","0","0","","","","","","","","","0","0","5.3","0.25","1.77"
"Bobo Wilson","TB","3","WR","1","1","0","18","0","1","0","0","100","20","18","18","0","","","","","","","","","","","","3","0","8","0","0","0","2.67","5.67","1","0.33","0","","","","","","","","","0","0","9.6","0.51","2.4"
"Isaiah McKenzie","DEN","10","WR","12","4","0","29","0","0","0","1","33.3","16.75","2.42","7.25","3","","","","","","","","","","","","1","0","4","0","0","0","4","3","1","1","0","","","","","","","","","0","0","7.3","0.06","1.46"
"Ryan Switzer","DAL","15","WR","7","6","0","41","0","0","0","1","85.7","4.14","5.86","6.83","3.5","","","","","","","","","","","","4","0","5","0","0","0","1.25","0.5","0","0","0","","","","","","","","","0","0","10.6","0.12","1.06"
"Taywan Taylor","TEN","16","WR","26","16","2","231","0","1","1","0","61.5","13.73","8.88","14.44","3.56","","","","","","","","","","","","8","0","43","0","0","0","5.38","2.25","3","0.38","0","","","","","","","","","0","0","49.4","0.2","2.06"
"Adoree' Jackson","TEN","4","WR","1","0","0","0","0","0","0","1","0","8","0","0","0","","","","","","","","","","","","5","0","55","0","0","0","11","2.2","0","0","0","","","","","","","","","0","0","5.5","0.46","1.1"
"Jaydon Mickens","JAX","9","WR","11","6","1","77","0","2","0","1","54.5","7.36","7","12.83","6.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","25.7","0.25","4.28"
"Jace Billingsley","DET","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
