"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Chastin West","JAX","12","WR","24","13","0","163","0","2","0","0","54.2","10.42","6.79","12.54","4.08","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","41.3","0.18","3.18"
"Marlon Moore","MIA","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Victor Cruz","NYG","16","WR","121","82","9","1536","7","9","5","11","67.8","13.06","12.69","18.73","7.3","","","","","","","","","","","","1","0","3","0","0","0","3","0","0","0","1","","","","","","","","","0","0","289.9","0.39","3.49"
"Marc Mariani","TEN","16","WR","12","5","0","24","0","0","0","1","41.7","6.58","2","4.8","4","","","","","","","","","","","","1","0","4","0","0","0","4","1","0","0","0","","","","","","","","","0","0","7.8","0.06","1.3"
"Carlton Mitchell","CLV","6","WR","4","3","0","31","0","0","0","1","75","8.75","7.75","10.33","1","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","6.1","0.15","2.03"
"Jacoby Ford","OAK","8","WR","32","19","1","283","1","1","0","1","59.4","9.16","8.84","14.89","7.79","","","","","","","","","","","","4","0","31","0","0","0","7.75","7.25","1","0.25","2","","","","","","","","","0","0","56.4","0.28","2.45"
"Mike Williams","TB","16","WR","119","65","1","777","0","3","0","9","54.6","10.57","6.53","11.95","3.63","","","","","","","","","","","","1","0","3","0","0","0","3","2","0","0","2","","","","","","","","","0","2","161","0.17","2.44"
"Taylor Price","JAX","5","WR","5","2","0","39","0","0","0","0","40","23","7.8","19.5","4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.9","0.14","2.95"
"Andre Roberts","ARZ","16","WR","91","51","2","586","1","2","0","6","56","9.26","6.44","11.49","4.63","","","","","","","","","","","","3","0","27","0","0","0","9","4","0","0","1","","","","","","","","","0","0","124.3","0.13","2.3"
"Damian Williams","TEN","15","WR","89","45","4","592","1","5","1","5","50.6","13.38","6.65","13.16","4.93","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","134.2","0.19","2.98"
"Dez Bryant","DAL","15","WR","100","63","2","928","0","9","1","1","63","12.66","9.28","14.73","4.94","","","","","","","","","","","","1","0","5","0","0","0","5","3","1","1","1","","","","","","","","","0","0","210.3","0.27","3.29"
"Chad Hall","PHI","7","WR","7","3","0","20","0","1","0","0","42.9","9.86","2.86","6.67","4","","","","","","","","","","","","3","0","13","0","0","0","4.33","1","0","0","0","","","","","","","","","0","0","12.3","0.19","2.05"
"Julius Pruitt","MIA","2","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Nick Miller","SL","3","WR","1","1","0","8","0","0","0","0","100","-3","8","8","11","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.8","0.14","1.8"
"Tiquan Underwood","NE","6","WR","6","3","0","30","0","0","0","1","50","13.5","5","10","2.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","6","0.07","2"
"Julian Edelman","NE","12","WR","8","4","0","32","0","0","0","0","50","7.63","4","8","2.5","","","","","","","","","","","","4","0","8","0","0","0","2","0.25","0","0","0","","","","","","","","","0","0","8","0.07","1"
"Jarett Dillard","JAX","14","WR","46","29","0","292","0","1","0","4","63","10.2","6.35","10.07","1.62","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","64.2","0.12","2.21"
"Brian Hartline","MIA","16","WR","66","35","1","549","0","1","0","7","53","15.06","8.32","15.69","2.69","","","","","","","","","","","","1","0","9","0","0","0","9","3","0","0","0","","","","","","","","","0","0","96.8","0.14","2.69"
"Mike Wallace","PIT","16","WR","113","72","7","1193","4","8","3","4","63.7","13.13","10.56","16.57","6.85","","","","","","","","","","","","5","0","57","0","0","0","11.4","3.6","1","0.2","0","","","","","","","","","0","0","245","0.27","3.18"
"Brandon Tate","CIN","5","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Kenny Britt","TEN","3","WR","25","17","1","289","2","3","1","0","68","13.84","11.56","17","8.06","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","63.9","0.45","3.76"
"Percy Harvin","MIN","16","WR","118","87","2","975","2","6","2","7","73.7","5.88","8.26","11.21","6.67","","","","","","","","","","","","52","0","345","0","2","0","6.63","2.27","5","0.1","2","","","","","","","","","0","0","267","0.44","1.92"
"Jeremy Maclin","PHI","13","WR","94","63","2","859","3","5","0","6","67","11.82","9.14","13.63","4.41","","","","","","","","","","","","1","0","1","0","0","0","1","0","0","0","1","","","","","","","","","0","0","179","0.24","2.8"
"Michael Crabtree","SF","15","WR","106","71","3","860","1","3","1","8","67","9.23","8.11","12.11","5.34","","","","","","","","","","","","1","0","6","0","0","0","6","2","0","0","0","","","","","","","","","0","1","175.6","0.26","2.44"
"Darrius Heyward-Bey","OAK","15","WR","106","64","3","975","3","4","1","6","60.4","14.59","9.2","15.23","4.7","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","185.5","0.23","2.9"
"Anthony Armstrong","WAS","14","WR","25","7","1","103","0","2","1","3","28","21.52","4.12","14.71","1","","","","","","","","","","","","2","0","19","0","0","0","9.5","3","0","0","0","","","","","","","","","0","0","31.2","0.1","3.47"
"Adrian Arrington","NO","4","WR","3","2","0","31","0","0","0","0","66.7","12","10.33","15.5","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.1","0.1","2.55"
"Steve Johnson","BUF","16","WR","132","76","4","1004","1","7","0","5","57.6","10.41","7.61","13.21","4.34","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","218.4","0.24","2.87"
"Jerome Simpson","CIN","16","WR","96","50","3","725","3","4","0","9","52.1","11.54","7.55","14.5","5.12","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","146.5","0.17","2.93"
"Eddie Royal","DEN","12","WR","45","19","0","155","0","1","0","5","42.2","11.93","3.44","8.16","3.63","","","","","","","","","","","","7","0","48","0","0","0","6.86","3.14","1","0.14","0","","","","","","","","","0","0","45.3","0.1","1.74"
"Jordy Nelson","GB","16","WR","93","68","7","1263","5","15","6","2","73.1","12.75","13.58","18.57","6.31","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","284.3","0.47","4.18"
"Donnie Avery","TEN","8","WR","11","3","0","45","0","1","0","2","27.3","10.18","4.09","15","7.67","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","13.5","0.12","4.5"
"Eric Weems","ATL","16","WR","12","11","0","90","0","0","0","0","91.7","5.5","7.5","8.18","2.91","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","20","0.07","1.82"
"Jesse Holley","DAL","9","WR","7","7","1","169","0","0","0","0","100","15.71","24.14","24.14","8.43","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","23.9","0.45","3.41"
"Chansi Stuckey","ARZ","9","WR","8","4","0","39","0","0","0","0","50","9.63","4.88","9.75","2.75","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","7.9","0.1","1.98"
"Steve Breaston","KC","16","WR","96","61","2","785","1","2","0","3","63.5","10.24","8.18","12.87","5.36","","","","","","","","","","","","1","0","25","0","0","0","25","2","0","0","0","","","","","","","","","0","0","154","0.18","2.48"
"Mike Sims-Walker","JAX","6","WR","26","12","0","150","0","0","0","2","46.2","11.19","5.77","12.5","2.92","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","27","0.08","2.25"
"Robert Meachem","NO","16","WR","60","40","2","620","1","6","1","4","66.7","15.85","10.33","15.5","2.65","","","","","","","","","","","","4","0","18","0","0","0","4.5","3.75","1","0.25","0","","","","","","","","","0","0","139.8","0.19","3.18"
"Ben Obomanu","SEA","16","WR","56","37","2","436","1","2","0","8","66.1","11.96","7.79","11.78","3.68","","","","","","","","","","","","1","0","13","0","0","0","13","5","0","0","0","","","","","","","","","0","1","93.9","0.17","2.47"
"Devin Aromashodu","MIN","16","WR","78","26","2","468","0","1","0","5","33.3","17.41","6","18","4.58","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","78.8","0.12","3.03"
"Maurice Stovall","DET","12","WR","3","1","0","8","0","0","0","1","33.3","5.67","2.67","8","12","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.8","0.03","1.8"
"Antonio Cromartie","NYJ","5","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","1","0","1","0","0","0","1","9","0","0","0","","","","","","","","","0","0","0.1","0.02","0.1"
"Joshua Cribbs","CLV","16","WR","63","41","1","518","0","4","1","5","65.1","9.78","8.22","12.63","5.59","","","","","","","","","","","","7","0","32","0","0","0","4.57","3","1","0.14","0","","","","","","","","","0","1","120","0.22","2.5"
"Mike Williams","SEA","12","WR","35","18","1","236","0","1","0","2","51.4","11.51","6.74","13.11","3.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","47.6","0.11","2.64"
"Braylon Edwards","SF","9","WR","32","15","0","181","0","0","0","2","46.9","9.66","5.66","12.07","3.2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","33.1","0.14","2.21"
"Ruvell Martin","BUF","10","WR","15","7","0","82","0","0","0","1","46.7","8.67","5.47","11.71","4.43","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","15.2","0.11","2.17"
"Malcom Floyd","SD","12","WR","68","43","3","856","4","5","3","1","63.2","16.99","12.59","19.91","4.44","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","158.6","0.31","3.69"
"Terrance Copper","KC","14","WR","12","8","1","114","0","0","0","0","66.7","10.75","9.5","14.25","5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","19.4","0.15","2.42"
"Patrick Crayton","SD","14","WR","32","23","0","248","0","1","0","4","71.9","7.34","7.75","10.78","4.78","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","53.8","0.14","2.34"
"Roy Williams","CHI","15","WR","60","37","0","507","0","2","0","7","61.7","12.93","8.45","13.7","3.05","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","99.7","0.17","2.69"
"Kevin Walter","HST","15","WR","56","39","1","474","0","3","0","3","69.6","10.82","8.46","12.15","3.59","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","104.4","0.15","2.68"
"Brandon Lloyd","SL","15","WR","144","70","1","966","2","5","0","7","48.6","15.24","6.71","13.8","2.09","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","1","196.6","0.25","2.81"
"Bryant Johnson","HST","15","WR","10","6","1","90","0","1","0","0","60","16.4","9","15","1.5","","","","","","","","","","","","1","0","1","0","0","0","1","1","0","0","0","","","","","","","","","0","0","21.1","0.11","3.01"
"Deion Branch","NE","15","WR","85","51","2","702","2","5","0","2","60","9.69","8.26","13.76","6.69","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","151.2","0.18","2.96"
"Donte' Stallworth","WAS","11","WR","32","22","1","309","0","2","0","1","68.8","11.97","9.66","14.05","5","","","","","","","","","","","","2","0","1","0","0","0","0.5","2.5","0","0","0","","","","","","","","","0","0","65","0.2","2.71"
"Steve Smith","CAR","16","WR","127","79","5","1394","6","7","2","6","62.2","14.33","10.98","17.65","5.96","","","","","","","","","","","","6","0","56","0","0","0","9.33","4","0","0","3","","","","","","","","","0","1","266","0.28","3.13"
"Chad Johnson","NE","15","WR","31","15","1","276","0","1","0","1","48.4","18.84","8.9","18.4","3.13","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","48.6","0.15","3.24"
"Reggie Wayne","IND","16","WR","121","75","2","960","3","4","1","2","62","11.7","7.93","12.8","3.85","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","195","0.2","2.6"
"Santana Moss","WAS","12","WR","90","46","1","584","0","4","1","7","51.1","11.12","6.49","12.7","4.39","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","128.4","0.21","2.79"
"Plaxico Burress","NYJ","16","WR","90","45","0","612","0","8","0","3","50","13.63","6.8","13.6","3.49","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","154.2","0.18","3.43"
"Kevin Cone","ATL","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Joe Hastings","SF","1","WR","1","0","0","0","0","0","0","0","0","2","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Niles Paul","WAS","13","WR","5","2","0","25","0","0","0","0","40","11.8","5","12.5","1","","","","","","","","","","","","1","0","7","0","0","0","7","2","0","0","0","","","","","","","","","0","0","5.2","0.03","1.73"
"Austin Pettis","SL","12","WR","46","27","0","256","0","0","0","3","58.7","7.74","5.57","9.48","3.56","","","","","","","","","","","","1","0","-6","0","0","0","-6","0","0","0","0","","","","","","","","","0","0","52","0.15","1.86"
"Andrew Hawkins","CIN","13","WR","33","23","0","263","0","0","0","0","69.7","6.21","7.97","11.43","6.74","","","","","","","","","","","","5","0","25","0","0","0","5","3.4","1","0.2","0","","","","","","","","","0","0","51.8","0.3","1.85"
"Brandon Banks","WAS","4","WR","1","1","0","10","0","0","0","0","100","-3","10","10","13","","","","","","","","","","","","1","1","59","0","0","0","59","44","0","0","0","","","","","","","","","0","0","7.9","1.32","3.95"
"Preston Parker","TB","16","WR","60","40","2","554","0","3","0","4","66.7","6.92","9.23","13.85","7.88","","","","","","","","","","","","1","0","-3","0","0","0","-3","0","0","0","0","","","","","","","","","0","0","113.1","0.24","2.76"
"Austin Collie","IND","16","WR","92","54","0","514","0","1","0","3","58.7","7.47","5.59","9.52","3.98","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","111.4","0.19","2.06"
"Davone Bess","MIA","16","WR","79","51","1","537","0","3","0","5","64.6","7.99","6.8","10.53","4.41","","","","","","","","","","","","2","0","9","0","0","0","4.5","1.5","0","0","2","","","","","","","","","0","0","123.6","0.22","2.33"
"Harry Douglas","ATL","16","WR","60","39","2","498","1","1","0","5","65","10.35","8.3","12.77","6.21","","","","","","","","","","","","1","0","3","0","0","0","3","2","0","0","0","","","","","","","","","0","0","95.1","0.15","2.38"
"Sidney Rice","SEA","9","WR","56","32","2","484","2","2","1","3","57.1","17.11","8.64","15.13","4.03","","","","","","","","","","","","2","0","3","0","0","0","1.5","0.5","0","0","1","","","","","","","","","0","0","92.7","0.21","2.73"
"Micheal Spurlock","TB","9","WR","6","2","0","13","0","0","0","0","33.3","17.5","2.17","6.5","2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.3","0.07","1.65"
"Sam Hurd","CHI","12","WR","14","8","0","109","0","0","0","1","57.1","12.07","7.79","13.63","4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","18.9","0.09","2.36"
"Roscoe Parrish","BUF","2","WR","4","1","0","16","0","0","0","1","25","13.5","4","16","16","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.6","0.05","2.6"
"Wes Welker","NE","16","WR","169","122","4","1569","8","9","2","13","72.2","7.62","9.28","12.86","6.02","","","","","","","","","","","","4","0","30","0","0","0","7.5","1.5","1","0.25","0","","","","","","","","","0","0","335.9","0.34","2.67"
"Jerricho Cotchery","PIT","12","WR","27","16","0","237","0","2","0","1","59.3","11.52","8.78","14.81","4.19","","","","","","","","","","","","1","0","3","0","0","0","3","1","0","0","0","","","","","","","","","0","0","52","0.19","3.06"
"Kassim Osgood","JAX","11","WR","9","5","0","42","0","0","0","0","55.6","8.56","4.67","8.4","3.8","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","9.2","0.06","1.84"
"Donald Driver","GB","16","WR","54","37","0","445","0","6","0","8","68.5","9.44","8.24","12.03","3.84","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","117.5","0.24","3.18"
"Vladimir Ducasse","NYJ","12","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Corey Hilliard","DET","5","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Will Svitek","ATL","15","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Jim Cordle","NYG","5","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Bruce Campbell","OAK","4","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Ryan Wendell","NE","10","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Nate Garner","MIA","14","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Trai Essex","PIT","14","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Donald Thomas","NE","7","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Cameron Bradfield","JAX","9","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Derek Newton","HST","5","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Demar Dotson","TB","10","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Pat McQuistan","NO","9","OL","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Jeff Maehl","HST","1","WR","1","0","0","0","0","0","0","1","0","3","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Doug Baldwin","SEA","16","WR","85","51","2","792","1","4","1","7","60","11.27","9.32","15.53","6.2","","","","","","","","","","","","1","0","-2","0","0","0","-2","0","0","0","0","","","","","","","","","0","0","154","0.31","2.96"
"Dane Sanzenbacher","CHI","15","WR","53","27","0","276","0","3","0","7","50.9","8.19","5.21","10.22","2.22","","","","","","","","","","","","1","0","-4","0","0","0","-4","2","0","0","0","","","","","","","","","0","0","72.2","0.19","2.58"
"Ryan Whalen","CIN","4","WR","4","4","0","27","0","0","0","0","100","4.75","6.75","6.75","2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","6.7","0.08","1.68"
"Jeremy Kerley","NYJ","14","WR","44","29","0","314","0","1","0","2","65.9","10.52","7.14","10.83","3.76","","","","","","","","","","","","5","0","28","0","0","0","5.6","3.6","2","0.4","0","","","","","","","","","0","1","69.2","0.22","2.04"
"Greg Salas","SL","6","WR","35","27","0","264","0","0","0","4","77.1","2.91","7.54","9.78","8.52","","","","","","","","","","","","1","0","8","0","0","0","8","4","0","0","2","","","","","","","","","0","0","54.2","0.29","1.94"
"Seyi Ajirotutu","CAR","11","WR","2","1","0","4","0","0","0","0","50","11.5","2","4","3","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.4","0.03","1.4"
"David Nelson","BUF","16","WR","94","61","0","658","0","5","0","4","64.9","8.88","7","10.79","3.44","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","156.8","0.19","2.57"
"Naaman Roosevelt","BUF","10","WR","26","16","1","257","0","1","1","2","61.5","9.31","9.88","16.06","8.19","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","47.7","0.16","2.98"
"Terrence Austin","WAS","13","WR","23","12","0","137","0","0","0","2","52.2","9.43","5.96","11.42","2.25","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","25.7","0.13","2.14"
"Jordan Shipley","CIN","2","WR","5","4","0","14","0","0","0","0","80","5.8","2.8","3.5","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","5.4","0.11","1.35"
"Brandon Gibson","SL","15","WR","65","36","0","431","0","1","0","8","55.4","11.11","6.63","11.97","3.22","","","","","","","","","","","","2","0","16","0","0","0","8","3.5","0","0","0","","","","","","","","","0","0","86.7","0.15","2.28"
"Louis Murphy Jr.","OAK","11","WR","34","15","1","241","0","0","0","2","44.1","14","7.09","16.07","5.8","","","","","","","","","","","","6","0","69","0","1","0","11.5","4","2","0.33","0","","","","","","","","","0","0","52","0.2","2.48"
"Matthew Slater","NE","7","WR","3","1","1","46","0","0","0","1","33.3","39.67","15.33","46","4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.6","0.14","5.6"
"Early Doucet","ARZ","16","WR","89","54","2","689","1","5","2","8","60.7","7.85","7.74","12.76","6.52","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","152.9","0.28","2.83"
"Legedu Naanee","CAR","15","WR","74","44","0","467","0","1","0","3","59.5","11.92","6.31","10.61","4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","1","96.7","0.13","2.2"
"Marques Colston","NO","14","WR","105","80","2","1143","4","8","1","2","76.2","11.91","10.89","14.29","3.31","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","242.3","0.37","3.03"
"Domenik Hixon","NYG","2","WR","5","4","0","50","0","1","0","0","80","11","10","12.5","1.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","15","0.42","3.75"
"Jason Avant","PHI","16","WR","80","52","0","679","2","1","0","3","65","10.53","8.49","13.06","3.52","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","0","0","125.9","0.18","2.42"
"Mark Clayton","SL","2","WR","4","3","0","26","0","0","0","1","75","7.25","6.5","8.67","1.33","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.6","0.16","1.87"
"Michael Clayton","NYG","4","WR","1","0","0","0","0","0","0","0","0","12","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Nate Burleson","DET","16","WR","110","73","1","757","0","3","0","9","66.4","6.69","6.88","10.37","5.7","","","","","","","","","","","","11","0","85","0","0","0","7.73","2.82","1","0.09","2","","","","","","","","","0","0","175.2","0.18","2.09"
