"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Kenjon Barner","PHI","6","RB","12","9","0","22","0","0","0","3","75","-2.83","1.83","2.44","5.11","","","","","","","","","","","","28","0","124","0","0","0","4.43","2.25","5","0.18","1","","","","","","","","","0","0","23.6","0.3","0.64"
"Latavius Murray","OAK","16","RB","49","41","0","232","0","0","0","3","83.7","-0.33","4.73","5.66","6.02","","","","","","","","","","","","266","2","1066","2","6","0","4.01","2.34","42","0.16","4","","","","","","","","","0","0","206.8","0.3","0.67"
"Mike Gillislee","BUF","5","RB","7","6","0","29","0","0","0","0","85.7","1","4.14","4.83","6","","","","","","","","","","","","47","2","267","0","3","2","5.68","2.21","4","0.09","1","","","","","","","","","0","0","53.6","0.46","1.01"
"Zac Stacy","NYJ","7","RB","10","9","0","65","0","0","0","0","90","-2.4","6.5","7.22","9.22","","","","","","","","","","","","31","0","89","0","1","0","2.87","2.19","4","0.13","0","","","","","","","","","0","0","30.4","0.22","0.76"
"Chris Thompson","WAS","13","RB","44","35","0","240","0","2","0","4","79.5","3.14","5.45","6.86","5.03","","","","","","","","","","","","35","1","216","0","0","0","6.17","2.74","5","0.14","1","","","","","","","","","0","0","92.6","0.34","1.32"
"Joseph Randle","DAL","6","RB","10","10","0","86","0","0","0","0","100","0.6","8.6","8.6","8","","","","","","","","","","","","76","0","315","0","4","0","4.14","3.22","13","0.17","1","","","","","","","","","0","0","74.1","0.53","0.86"
"Stepfan Taylor","ARZ","10","RB","2","1","0","4","0","0","0","1","50","2.5","2","4","0","","","","","","","","","","","","17","0","58","0","0","0","3.41","2.29","2","0.12","0","","","","","","","","","0","0","7.2","0.09","0.4"
"Denard Robinson","JAX","12","RB","28","21","0","164","0","0","0","3","75","0.54","5.86","7.81","7.38","","","","","","","","","","","","67","0","266","0","1","0","3.97","1.99","6","0.09","3","","","","","","","","","0","0","70","0.27","0.8"
"Knile Davis","KC","9","RB","3","2","0","24","0","0","0","0","66.7","2.67","8","12","12","","","","","","","","","","","","28","0","72","0","1","0","2.57","1.89","3","0.11","0","","","","","","","","","0","0","17.6","0.22","0.59"
"J.J. Wilcox","DAL","4","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Christine Michael","SEA","8","RB","4","3","0","16","0","0","0","1","75","0.25","4","5.33","5.67","","","","","","","","","","","","54","1","243","1","0","0","4.5","3.2","8","0.15","0","","","","","","","","","0","0","28.9","0.28","0.51"
"Eddie Lacy","GB","15","RB","25","20","0","188","0","2","0","1","80","-0.88","7.52","9.4","11","","","","","","","","","","","","187","0","758","3","3","0","4.05","2.53","26","0.14","4","","","","","","","","","0","0","144.6","0.31","0.7"
"Le'Veon Bell","PIT","6","RB","25","24","0","136","0","0","0","0","96","0.08","5.44","5.67","5.92","","","","","","","","","","","","113","1","556","3","3","0","4.92","3.41","23","0.2","0","","","","","","","","","0","0","111.2","0.37","0.81"
"Giovani Bernard","CIN","16","RB","65","49","2","472","1","0","0","5","75.4","0.08","7.26","9.63","9.88","","","","","","","","","","","","154","0","730","1","2","0","4.74","2.45","27","0.18","1","","","","","","","","","0","0","181.2","0.31","0.89"
"Kenny Vaccaro","NO","8","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Jonathan Grimes","HST","13","RB","31","26","0","173","0","1","0","0","83.9","1.94","5.58","6.65","5.54","","","","","","","","","","","","56","0","282","0","1","0","5.04","1.86","4","0.07","0","","","","","","","","","0","1","83.5","0.3","1.02"
"Chris Polk","HST","15","RB","24","16","0","109","0","1","0","3","66.7","3","4.54","6.81","4","","","","","","","","","","","","99","0","334","0","1","0","3.37","2.28","13","0.13","0","","","","","","","","","0","0","72.3","0.27","0.63"
"Bobby Rainey Jr.","TB","10","RB","3","3","0","16","0","0","0","0","100","-2.33","5.33","5.33","7.67","","","","","","","","","","","","5","0","18","0","0","0","3.6","1.8","2","0.4","1","","","","","","","","","0","0","6.4","0.19","0.8"
"Brandon Bolden","NE","12","RB","26","19","1","180","0","2","1","4","73.1","2.23","6.92","9.47","7.26","","","","","","","","","","","","63","0","207","0","0","0","3.29","2.3","16","0.25","0","","","","","","","","","0","0","69.7","0.36","0.85"
"Travaris Cadet","NO","7","RB","22","17","1","214","0","1","1","2","77.3","4","9.73","12.59","9.29","","","","","","","","","","","","11","0","28","0","0","0","2.55","2","0","0","1","","","","","","","","","0","0","47.2","0.4","1.69"
"Jonas Gray","JAX","7","RB","8","7","0","76","0","0","0","1","87.5","2","9.5","10.86","8.71","","","","","","","","","","","","45","0","176","0","0","0","3.91","1.96","7","0.16","0","","","","","","","","","0","0","32.2","0.23","0.62"
"Lance Dunbar","DAL","4","RB","22","21","0","215","1","0","0","0","95.5","4.91","9.77","10.24","6.95","","","","","","","","","","","","5","1","67","0","0","0","13.4","5","1","0.2","0","","","","","","","","","0","0","49.2","0.55","1.89"
"Bryce Brown","SEA","3","RB","2","0","0","0","0","0","0","0","0","5.5","0","0","0","","","","","","","","","","","","25","0","72","0","1","0","2.88","2.08","3","0.12","0","","","","","","","","","0","0","13.2","0.23","0.53"
"Dan Herron","IND","9","RB","10","9","0","47","0","0","0","0","90","1.1","4.7","5.22","3.89","","","","","","","","","","","","25","0","79","0","0","0","3.16","1.68","3","0.12","1","","","","","","","","","0","0","21.6","0.23","0.64"
"Alfred Morris","WAS","16","RB","11","10","0","55","0","0","0","0","90.9","1.73","5","5.5","3.8","","","","","","","","","","","","202","1","751","2","1","0","3.72","2.25","14","0.07","0","","","","","","","","","0","0","96.6","0.25","0.46"
"Robert Turbin","DAL","10","RB","9","7","0","23","0","0","0","0","77.8","-0.56","2.56","3.29","3.57","","","","","","","","","","","","50","0","199","0","1","0","3.98","2.54","8","0.16","0","","","","","","","","","0","0","35.2","0.23","0.62"
"Lamar Miller","MIA","16","RB","54","47","1","397","0","2","1","2","87","-0.69","7.35","8.45","9.3","","","","","","","","","","","","194","1","872","3","8","1","4.49","2.76","28","0.14","2","","","","","","","","","0","0","233.9","0.37","0.97"
"Bernard Pierce","JAX","5","RB","5","3","0","7","0","0","0","0","60","6.4","1.4","2.33","0.67","","","","","","","","","","","","6","0","11","0","0","0","1.83","2","0","0","0","","","","","","","","","0","0","4.8","0.16","0.53"
"Ronnie Hillman","DEN","16","RB","32","24","0","111","0","0","0","2","75","1.25","3.47","4.63","4.92","","","","","","","","","","","","207","1","863","4","7","1","4.17","2.29","23","0.11","2","","","","","","","","","0","0","163.4","0.31","0.71"
"Isaiah Pead","PIT","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","2","0","3","0","0","0","1.5","0.5","0","0","1","","","","","","","","","0","0","0.3","0.1","0.15"
"Doug Martin","TB","16","RB","41","33","0","271","0","1","0","2","80.5","2.29","6.61","8.21","7.03","","","","","","","","","","","","288","4","1402","4","6","0","4.87","3.15","57","0.2","5","","","","","","","","","0","0","242.3","0.39","0.75"
"Chase Reynolds","SL","4","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"DuJuan Harris","SF","4","RB","14","9","0","97","0","0","0","0","64.3","0.36","6.93","10.78","11.22","","","","","","","","","","","","48","1","189","0","0","0","3.94","2.31","11","0.23","1","","","","","","","","","0","0","37.6","0.38","0.66"
"Shaun Draughn","SF","9","RB","35","27","0","176","0","0","0","0","77.1","0.29","5.03","6.52","6.78","","","","","","","","","","","","78","0","273","0","1","0","3.5","1.91","7","0.09","1","","","","","","","","","0","0","77.9","0.3","0.74"
"Matt Asiata","MIN","16","RB","22","19","0","132","0","0","0","2","86.4","-3.27","6","6.95","10.79","","","","","","","","","","","","29","0","112","0","0","0","3.86","2.24","4","0.14","0","","","","","","","","","0","0","43.4","0.22","0.9"
"Jordan Todman","PIT","5","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","4","0","22","0","0","0","5.5","4","1","0.25","0","","","","","","","","","0","0","2.2","0.15","0.55"
"Dion Lewis","NE","7","RB","46","36","1","388","0","2","0","6","78.3","2.93","8.43","10.78","9.14","","","","","","","","","","","","49","0","234","0","2","0","4.78","3.27","19","0.39","2","","","","","","","","","0","0","122.2","0.41","1.44"
"Jacquizz Rodgers","CHI","5","RB","2","1","0","10","0","0","0","0","50","-1","5","10","15","","","","","","","","","","","","14","0","41","0","0","0","2.93","2","3","0.21","0","","","","","","","","","0","0","6.1","0.15","0.41"
"Bilal Powell","NYJ","11","RB","60","47","0","388","0","2","0","3","78.3","0.8","6.47","8.26","9.28","","","","","","","","","","","","70","0","313","0","1","0","4.47","2.74","10","0.14","2","","","","","","","","","0","0","135.1","0.37","1.15"
"Taiwan Jones","OAK","10","RB","9","7","1","106","0","1","1","1","77.8","-1.44","11.78","15.14","16.29","","","","","","","","","","","","16","0","74","0","0","0","4.63","3.63","10","0.63","1","","","","","","","","","0","0","31","0.5","1.35"
"Kendall Hunter","NO","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","1","0","2","0","0","0","2","0","0","0","0","","","","","","","","","0","0","0.2","0.2","0.2"
"Roy Helu","OAK","9","RB","12","9","0","75","0","1","0","1","75","1.25","6.25","8.33","9.89","","","","","","","","","","","","17","0","39","0","0","0","2.29","1.41","1","0.06","0","","","","","","","","","0","0","26.4","0.29","1.02"
"Stevan Ridley","NYJ","8","RB","5","4","0","-2","0","0","0","0","80","-2.2","-0.4","-0.5","2","","","","","","","","","","","","36","0","90","0","0","0","2.5","2.36","5","0.14","0","","","","","","","","","0","0","12.8","0.15","0.32"
"DeMarco Murray","PHI","15","RB","53","44","1","322","0","1","0","6","83","-1.25","6.08","7.32","8.86","","","","","","","","","","","","193","1","702","1","6","1","3.64","2","25","0.13","2","","","","","","","","","0","0","188.4","0.39","0.79"
"Shane Vereen","NYG","16","RB","74","59","0","495","0","4","0","5","79.7","1.73","6.69","8.39","7.29","","","","","","","","","","","","61","0","260","0","0","0","4.26","2.23","7","0.11","0","","","","","","","","","0","0","158.5","0.37","1.32"
"Mark Ingram II","NO","12","RB","57","50","1","405","0","0","0","1","87.7","-0.18","7.11","8.1","9.28","","","","","","","","","","","","166","2","769","1","6","0","4.63","2.91","26","0.16","2","","","","","","","","","0","1","203.4","0.38","0.94"
"Chris Ivory","NYJ","15","RB","34","30","0","217","0","1","0","2","88.2","-2.53","6.38","7.23","9.47","","","","","","","","","","","","247","2","1070","3","7","0","4.33","2.61","47","0.19","4","","","","","","","","","0","0","206.7","0.38","0.75"
"LeGarrette Blount","NE","12","RB","6","6","0","43","0","1","0","0","100","2","7.17","7.17","5.17","","","","","","","","","","","","165","0","703","1","6","0","4.26","2.44","34","0.21","1","","","","","","","","","0","0","122.6","0.4","0.72"
"Joique Bell","DET","13","RB","27","22","0","286","0","0","0","1","81.5","0.15","10.59","13","14.05","","","","","","","","","","","","90","0","311","0","4","0","3.46","2.47","13","0.14","1","","","","","","","","","0","2","105.7","0.44","0.94"
"James Starks","GB","16","RB","50","43","0","392","0","3","0","4","86","-1.44","7.84","9.12","11.42","","","","","","","","","","","","148","1","601","1","3","1","4.06","2.12","16","0.11","5","","","","","","","","","0","0","178.3","0.34","0.93"
"Anthony Dixon","BUF","10","RB","7","6","0","44","0","0","0","0","85.7","4.14","6.29","7.33","4.83","","","","","","","","","","","","21","0","44","0","1","0","2.1","1.62","2","0.1","0","","","","","","","","","0","0","20.8","0.23","0.77"
"Toby Gerhart","JAX","5","RB","5","3","0","23","0","0","0","0","60","1.6","4.6","7.67","7.67","","","","","","","","","","","","20","0","44","0","0","0","2.2","1.45","0","0","0","","","","","","","","","0","0","9.7","0.11","0.42"
"Dexter McCluster","TEN","11","RB","38","31","0","260","0","1","0","3","81.6","2.29","6.84","8.39","6.87","","","","","","","","","","","","55","1","247","0","1","0","4.49","2.07","7","0.13","2","","","","","","","","","1","1","93.7","0.31","1.09"
"Ryan Mathews","PHI","13","RB","27","20","0","146","0","1","0","4","74.1","0.26","5.41","7.3","8.05","","","","","","","","","","","","106","1","539","1","6","1","5.08","2.68","14","0.13","3","","","","","","","","","0","0","130.5","0.53","1.04"
"C.J. Spiller","NO","13","RB","40","34","1","239","0","2","1","0","85","1.65","5.97","7.03","7.47","","","","","","","","","","","","36","0","112","0","0","0","3.11","1.36","3","0.08","1","","","","","","","","","0","0","81.1","0.4","1.16"
"Antone Smith","CHI","2","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","1","0","11","0","0","0","11","5","0","0","0","","","","","","","","","0","0","1.1","0.28","1.1"
"Arian Foster","HST","4","RB","27","22","0","227","0","2","0","3","81.5","2.93","8.41","10.32","7.59","","","","","","","","","","","","63","0","163","0","1","0","2.59","2","12","0.19","2","","","","","","","","","0","0","79","0.41","0.93"
"Rashad Jennings","NYG","16","RB","32","29","2","296","0","1","1","2","90.6","-0.78","9.25","10.21","10.97","","","","","","","","","","","","195","0","863","2","3","0","4.43","2.79","21","0.11","2","","","","","","","","","0","0","168.9","0.4","0.75"
"Cedric Peerman","CIN","0","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","",""
"LeSean McCoy","BUF","12","RB","45","32","0","292","0","2","0","2","71.1","1.29","6.49","9.13","9.03","","","","","","","","","","","","203","1","895","3","3","1","4.41","2.02","35","0.17","2","","","","","","","","","1","1","180.7","0.3","0.77"
"Donald Brown","SD","6","RB","11","8","0","88","0","0","0","2","72.7","-2.91","8","11","13.75","","","","","","","","","","","","59","1","229","0","1","0","3.88","2.83","6","0.1","0","","","","","","","","","0","0","45.7","0.38","0.68"
"Danny Woodhead","SD","16","RB","96","80","1","755","0","6","0","4","83.3","0.74","7.86","9.44","9.14","","","","","","","","","","","","98","0","336","0","3","0","3.43","1.42","2","0.02","0","","","","","","","","","0","0","243.1","0.4","1.37"
"Justin Forsett","BLT","10","RB","35","31","0","153","0","0","0","1","88.6","0.74","4.37","4.94","4.55","","","","","","","","","","","","151","0","641","2","2","0","4.25","2.2","25","0.17","0","","","","","","","","","0","0","122.4","0.26","0.67"
"Tim Hightower","NO","6","RB","13","12","0","129","0","0","0","0","92.3","-0.08","9.92","10.75","11.5","","","","","","","","","","","","96","0","375","1","4","0","3.91","2.36","13","0.14","0","","","","","","","","","0","0","86.4","0.45","0.8"
"Jamaal Charles","KC","5","RB","27","21","0","177","0","1","0","1","77.8","-1.26","6.56","8.43","10","","","","","","","","","","","","71","0","364","1","4","0","5.13","2.31","14","0.2","2","","","","","","","","","0","0","105.1","0.41","1.14"
"Matt Forte","CHI","13","RB","56","44","0","389","0","3","0","3","78.6","1.59","6.95","8.84","8.45","","","","","","","","","","","","218","0","898","1","4","0","4.12","2.24","24","0.11","2","","","","","","","","","0","2","214.7","0.36","0.82"
"Chris Johnson","ARZ","11","RB","12","6","1","58","0","0","0","2","50","2.75","4.83","9.67","11.17","","","","","","","","","","","","196","2","814","4","3","0","4.15","2.53","30","0.15","2","","","","","","","","","0","0","111.2","0.31","0.55"
"Jonathan Stewart","CAR","13","RB","18","16","0","99","0","1","0","2","88.9","-1","5.5","6.19","7.31","","","","","","","","","","","","242","1","989","2","7","0","4.09","2.49","49","0.2","3","","","","","","","","","0","0","172.8","0.29","0.67"
"Darren McFadden","DAL","16","RB","50","40","0","328","0","0","0","3","80","0.32","6.56","8.2","7.95","","","","","","","","","","","","239","2","1089","5","3","0","4.56","2.3","26","0.11","3","","","","","","","","","1","1","199.7","0.33","0.72"
"Pierre Thomas","WAS","5","RB","10","9","0","84","0","0","0","0","90","1.9","8.4","9.33","6.78","","","","","","","","","","","","15","0","64","0","0","0","4.27","2.47","1","0.07","0","","","","","","","","","0","0","23.8","0.41","0.99"
"Ahmad Bradshaw","IND","6","RB","13","10","0","64","0","3","0","4","76.9","0.54","4.92","6.4","5.7","","","","","","","","","","","","31","0","85","0","0","0","2.74","1.97","4","0.13","0","","","","","","","","","0","0","42.9","0.27","1.05"
"Lawrence Timmons","PIT","4","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Marshawn Lynch","SEA","7","RB","20","13","0","80","0","0","0","1","65","0.1","4","6.15","6.38","","","","","","","","","","","","111","0","417","1","3","0","3.76","2.65","29","0.26","0","","","","","","","","","1","1","80.7","0.26","0.65"
"Adrian Peterson","MIN","16","RB","33","30","1","222","0","0","0","1","90.9","-0.85","6.73","7.4","8.6","","","","","","","","","","","","327","4","1485","7","11","3","4.54","2.35","50","0.15","7","","","","","","","","","0","0","266.7","0.4","0.75"
"Fred Jackson","SEA","16","RB","41","32","0","257","0","2","0","2","78","1.63","6.27","8.03","7.94","","","","","","","","","","","","26","0","100","0","0","0","3.85","2.5","3","0.12","1","","","","","","","","","0","0","79.7","0.31","1.37"
"DeAngelo Williams","PIT","16","RB","47","40","0","372","0","0","0","2","85.1","0.23","7.91","9.3","9.43","","","","","","","","","","","","200","2","907","4","11","0","4.54","2.21","23","0.12","3","","","","","","","","","1","1","233.9","0.33","0.97"
"Donte Whitner","CLV","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Reggie Bush","SF","5","RB","10","4","0","19","0","0","0","0","40","2.7","1.9","4.75","6.5","","","","","","","","","","","","8","0","28","0","0","0","3.5","2.5","2","0.25","0","","","","","","","","","0","0","8.7","0.19","0.72"
"Darren Sproles","PHI","16","RB","73","55","0","388","0","1","0","4","75.3","1.03","5.32","7.05","6.8","","","","","","","","","","","","83","0","317","0","3","0","3.82","2.04","7","0.08","0","","","","","","","","","0","0","149.5","0.38","1.08"
"Frank Gore","IND","16","RB","52","34","0","267","0","1","0","5","65.4","-0.44","5.13","7.85","8.59","","","","","","","","","","","","260","0","967","0","6","0","3.72","2.25","36","0.14","4","","","","","","","","","0","0","199.4","0.29","0.68"
"Steven Jackson","NE","2","RB","1","1","0","20","0","0","0","0","100","-3","20","20","23","","","","","","","","","","","","21","0","50","0","1","0","2.38","2","3","0.14","0","","","","","","","","","0","0","14","0.41","0.64"
"Roosevelt Nix","PIT","15","RB","2","2","0","16","0","0","0","0","100","2.5","8","8","5.5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.6","0.02","1.8"
"Aaron Ripkowski","GB","8","RB","1","1","0","18","0","0","0","0","100","4","18","18","14","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","2.8","0.16","2.8"
"Malcolm Johnson","CLV","12","RB","5","4","0","15","0","0","0","1","80","-1","3","3.75","4.75","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","5.5","0.04","1.38"
"Michael Burton","DET","16","RB","6","6","0","39","0","1","0","0","100","1.17","6.5","6.5","5.33","","","","","","","","","","","","4","0","2","0","0","0","0.5","0.25","0","0","0","","","","","","","","","0","0","16.1","0.07","1.61"
"David Parry","IND","6","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Jalston Fowler","TEN","16","RB","5","5","0","44","0","1","0","0","100","0.2","8.8","8.8","8.8","","","","","","","","","","","","7","0","13","0","1","0","1.86","1.29","0","0","0","","","","","","","","","0","1","22.7","0.16","1.89"
"Jake Fisher","CIN","14","RB","4","1","0","31","0","0","0","1","25","8.25","7.75","31","22","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.1","0.03","4.1"
"Nikita Whitlock","NYG","14","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Juwan Thompson","DEN","8","RB","8","6","0","51","0","0","0","1","75","-2.13","6.38","8.5","11.67","","","","","","","","","","","","18","0","48","0","0","0","2.67","1.83","1","0.06","0","","","","","","","","","0","0","15.9","0.24","0.66"
"Jay Prosch","HST","16","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","6","0","33","0","0","0","5.5","2.83","1","0.17","0","","","","","","","","","0","0","3.3","0.02","0.55"
"Zach Line","MIN","16","RB","8","6","1","95","0","1","0","2","75","1.38","11.88","15.83","13.83","","","","","","","","","","","","6","0","10","0","2","0","1.67","0.67","0","0","0","","","","","","","","","0","0","34.5","0.16","2.88"
"Tommy Bohanon","NYJ","16","RB","5","4","0","56","0","0","0","1","80","2.8","11.2","14","10","","","","","","","","","","","","2","0","2","0","0","0","1","0.5","0","0","0","","","","","","","","","0","0","9.8","0.04","1.63"
"Kyle Juszczyk","BLT","16","RB","50","41","0","321","0","4","0","3","82","1.48","6.42","7.83","6.61","","","","","","","","","","","","2","0","3","0","0","0","1.5","1.5","0","0","0","","","","","","","","","0","0","97.4","0.25","2.27"
"Will Tukuafu","SEA","14","RB","1","1","0","7","0","1","0","0","100","2","7","7","5","","","","","","","","","","","","4","0","1","0","1","0","0.25","-0.5","0","0","1","","","","","","","","","0","0","13.8","0.07","2.76"
"Will Johnson","PIT","15","RB","4","2","0","16","0","0","0","0","50","12.25","4","8","2","","","","","","","","","","","","4","0","7","0","1","0","1.75","0.5","0","0","0","","","","","","","","","1","1","10.3","0.12","1.72"
"Jamize Olawale","OAK","14","RB","11","9","0","84","0","0","0","0","81.8","1.45","7.64","9.33","7.56","","","","","","","","","","","","24","0","110","0","1","0","4.58","2.63","3","0.13","0","","","","","","","","","0","0","34.4","0.23","1.04"
"Derrick Coleman","SEA","13","RB","1","1","0","0","0","0","0","0","100","0","0","0","0","","","","","","","","","","","","8","0","32","0","0","0","4","1.63","0","0","0","","","","","","","","","0","0","4.2","0.04","0.47"
"Cory Harkey","SL","16","RB","5","5","0","26","0","0","0","0","100","1","5.2","5.2","4.2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","7.6","0.03","1.52"
"Dontari Poe","KC","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","1","0","1","0","1","0","1","0","0","0","0","","","","","","","","","0","0","6.1","6.1","6.1"
"Jorvorskie Lane","TB","16","RB","2","2","0","13","0","0","0","0","100","1","6.5","6.5","5.5","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.3","0.02","1.1"
"Patrick DiMarco","ATL","16","RB","16","13","0","110","0","2","0","0","81.3","3.69","6.88","8.46","4","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","36","0.1","2.57"
"Bruce Miller","SF","16","RB","13","10","1","135","0","0","0","1","76.9","2.85","10.38","13.5","10.1","","","","","","","","","","","","6","0","14","0","1","0","2.33","1.17","0","0","0","","","","","","","","","0","0","30.9","0.11","1.93"
"Karl Klug","TEN","2","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Anthony Sherman","KC","16","RB","4","4","0","34","0","0","0","0","100","-1","8.5","8.5","9.5","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","7.4","0.04","1.48"
"Tyler Clutts","DAL","16","RB","1","1","0","4","0","0","0","0","100","-1","4","4","5","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.4","0.01","1.4"
"Mitch Unrein","CHI","6","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Earl Mitchell","MIA","4","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Tyson Alualu","JAX","8","RB","2","2","0","19","0","0","0","0","100","6.5","9.5","9.5","3","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","3.9","0.16","1.3"
"Darrel Young","WAS","15","RB","6","6","0","22","0","0","0","0","100","0","3.67","3.67","3.67","","","","","","","","","","","","6","0","10","0","0","0","1.67","1.33","1","0.17","1","","","","","","","","","0","0","9.2","0.08","0.77"
"David Johnson","SD","16","RB","1","1","0","4","0","0","0","0","100","0","4","4","4","","","","","","","","","","","","2","0","4","0","0","0","2","1.5","0","0","1","","","","","","","","","0","0","1.8","0.01","0.6"
"Mike Tolbert","CAR","16","RB","22","18","1","154","0","3","0","0","81.8","0.55","7","8.56","7.94","","","","","","","","","","","","62","0","256","0","1","0","4.13","2.24","6","0.1","0","","","","","","","","","0","0","83","0.2","1.04"
"Marcel Reece","OAK","15","RB","36","30","1","269","0","3","0","1","83.3","2.5","7.47","8.97","7.7","","","","","","","","","","","","10","0","36","0","0","0","3.6","1.9","0","0","0","","","","","","","","","0","0","78.5","0.31","1.96"
"Jerome Felton","BUF","16","RB","2","1","0","12","0","0","0","1","50","2","6","12","8","","","","","","","","","","","","1","0","2","0","0","0","2","0","0","0","0","","","","","","","","","0","0","2.4","0.01","1.2"
"Domata Peko Sr.","CIN","1","RB","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"John Kuhn","GB","16","RB","9","6","0","56","0","0","0","1","66.7","-0.44","6.22","9.33","10.33","","","","","","","","","","","","9","0","28","0","2","0","3.11","1.89","2","0.22","0","","","","","","","","","0","0","26.4","0.09","1.76"
"Khari Lee","CHI","16","TE","3","1","0","7","0","0","0","1","33.3","11.67","2.33","7","4","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.7","0.01","1.7"
"Wes Saxton Jr.","NYJ","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Mitchell Henry","DEN","1","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Geoff Swaim","DAL","4","TE","1","1","0","0","0","0","0","0","100","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1","0.04","1"
"Kennard Backman","GB","4","TE","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Nick O'Leary","BUF","4","TE","3","1","0","37","0","0","0","0","33.3","5.33","12.33","37","37","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","4.7","0.12","4.7"
