"player","team","games","position","recTarg","recRec","recRec40s","recYds","recYds100Games","recTds","recTd40s","recDrops","catch","depth","ypt","ypr","rac","rzRecTarg","rzRecRec","rzRecTds","rzRecTargPct","rzRecRecPct","rzRecTdPct","ezRecTarg","ezRecTds","ezRecTargPct","ezRecRecPct","ezRecTdPct","rushCarries","rush40s","rushYds","rushYds100Games","rushTds","rushTd40s","ypc","yac","rushTa","tat","fumbles","rzRushCarries","rzRushTds","rzRushPct","rzRushTdPct","i5RushCarries","i5RushTds","i5RushPct","i5RushTdPct","patConversions","patAttempts","fantasyPts","ptsPerSnap","ptsPerTouch"
"Michael Crabtree","OAK","16","WR","142","89","3","1003","3","8","0","13","62.7","11.22","7.06","11.27","3.07","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","2","","","","","","","","","1","2","237.3","0.28","2.67"
"Danny Amendola","NE","12","WR","28","23","0","243","0","4","0","0","82.1","9.96","8.68","10.57","3.04","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","71.3","0.27","3.1"
"Matthew Slater","NE","11","WR","1","0","0","0","0","0","0","0","0","47","0","0","0","","","","","","","","","","","","1","0","5","0","0","0","5","1","0","0","0","","","","","","","","","0","0","0.5","0.01","0.5"
"Harry Douglas","TEN","11","WR","21","15","0","210","0","0","0","0","71.4","10.43","10","14","3.93","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","36","0.15","2.4"
"DeSean Jackson","WAS","15","WR","89","56","5","1005","5","4","3","6","62.9","16.89","11.29","17.95","4.95","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","180.5","0.25","3.22"
"Jordy Nelson","GB","16","WR","146","97","4","1257","5","14","0","4","66.4","12.68","8.61","12.96","3.98","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","306.7","0.3","3.16"
"Eric Weems","ATL","9","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Ted Ginn Jr.","CAR","16","WR","89","54","4","752","1","4","3","7","60.7","13.51","8.45","13.93","3.59","","","","","","","","","","","","14","0","98","0","0","0","7","1.64","1","0.07","0","","","","","","","","","0","0","163","0.24","2.4"
"Brandon Marshall","NYJ","15","WR","121","59","1","788","2","3","0","7","48.8","13.35","6.51","13.36","3.17","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","155.8","0.17","2.64"
"Larry Fitzgerald","ARZ","16","WR","147","107","0","1023","1","6","0","4","72.8","8.05","6.96","9.56","3.4","","","","","","","","","","","","2","0","5","0","0","0","2.5","2","0","0","2","","","","","","","","","0","0","245.8","0.23","2.26"
"Steve Smith","BLT","14","WR","102","70","2","799","1","5","1","3","68.6","8.75","7.83","11.41","4.09","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","3","179.9","0.25","2.57"
"Thomas Duarte","MIA","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Braxton Miller","HST","10","WR","27","15","0","99","0","1","0","2","55.6","7.63","3.67","6.6","3.47","","","","","","","","","","","","3","0","0","0","0","0","0","1.67","0","0","0","","","","","","","","","0","0","30.9","0.08","1.72"
"Sterling Shepard","NYG","16","WR","103","65","0","683","1","8","0","6","63.1","9.41","6.63","10.51","4.02","","","","","","","","","","","","3","0","31","0","0","0","10.33","3","1","0.33","0","","","","","","","","","0","0","184.4","0.18","2.71"
"Justin Hardy","ATL","16","WR","30","21","0","203","0","4","0","0","70","9.77","6.77","9.67","2.43","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","65.3","0.22","3.11"
"Tavon Austin","LA","15","WR","101","58","1","509","0","3","1","9","57.4","7.43","5.04","8.78","4.71","","","","","","","","","","","","28","0","159","0","1","0","5.68","3.5","11","0.39","2","","","","","","","","","0","0","148.8","0.2","1.73"
"Doug Baldwin","SEA","16","WR","117","94","5","1128","3","7","1","4","80.3","8.79","9.64","12","5.1","","","","","","","","","","","","3","0","2","0","0","0","0.67","0","0","0","1","","","","","","","","","0","1","249","0.28","2.57"
"Jeremy Kerley","SF","16","WR","108","64","0","667","1","3","0","3","59.3","8.85","6.18","10.42","3.44","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","0","0","148.7","0.19","2.32"
"Greg Salas","BUF","2","WR","6","4","1","89","0","1","1","0","66.7","16","14.83","22.25","8.25","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","18.9","0.52","4.72"
"Rashad Greene Sr.","JAX","6","WR","8","5","0","32","0","0","0","0","62.5","7.63","4","6.4","3.6","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","8.2","0.13","1.64"
"Jaelen Strong","HST","8","WR","23","14","0","131","0","0","0","1","60.9","8.52","5.7","9.36","1.86","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","27.1","0.09","1.94"
"Jared Abbrederis","GB","3","WR","2","1","0","8","0","0","0","0","50","4.5","4","8","2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.8","0.07","1.8"
"Nick Williams","ATL","2","WR","6","5","0","59","0","0","0","0","83.3","4.17","9.83","11.8","8","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","10.9","0.84","2.18"
"Markus Wheaton","PIT","3","WR","9","4","0","51","0","1","0","1","44.4","18.89","5.67","12.75","2","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","1","1","15.1","0.16","3.77"
"Cole Beasley","DAL","16","WR","92","75","1","833","0","5","0","2","81.5","6.53","9.05","11.11","5.09","","","","","","","","","","","","1","0","7","0","0","0","7","3","0","0","0","","","","","","","","","0","0","189","0.31","2.49"
"Shea McClellin","NE","1","WR","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0",""
"Joe Webb III","CAR","2","WR","3","1","0","3","0","0","0","0","33.3","10","1","3","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","1.3","0.09","1.3"
"Eric Decker","NYJ","3","WR","20","9","0","194","1","2","0","1","45","17.05","9.7","21.56","3.44","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","40.4","0.19","4.49"
